clean_text,stemmed_text,lemmatized_text,sentiment
saudades,saudad,saudade,0
caraca cin forcas,carac cin forc,caracar cin forco,0
olhem mae nao deixou sair ma filha vou levar bebida pra casa bia alta drena,olhem mae nao deix sair ma filh vou lev beb pra cas bia alta dren,olher mae nao deixar sair ma filha ir levar bebida pra casa bia alto dreno,1
ai vou,ai vou,ai ir,1
querer entrometer entrometendo gosto sesh churrasco,quer entromet entromet gost sesh churrasc,querer entrometer entrometer gosto sesh Churrasco,1
amigas hoje familia,amig hoj famil,amiga hoje familiar,0
nao comi hoje,nao com hoj,nao comi hoje,0
ursos beijaeu mebeija beijaeu morreu restou morreu tadinho,ursos beija mebeij beija morr rest morr tadinh,urso beijaeu mebeija beijaeu morrer restar morrer tadinho,0
oi gente serie netflix legal chama explicando fala absolutamente corpo humano ciencia atualidades episodios media minutos duracao assistam vale pena,oi gent seri netflix legal cham explic fal absolut corp human cienc atual episodi med minut duraca assist val pen,oi gente serie netflix legal chamar explicar falar absolutamente corpo humano ciencia atualidade episodio media minuto duracao assistar valer pena,1
espero certo vou morrer sdd,esper cert vou morr sdd,esperar certo ir morrer sdd,0
despedindo pinoia ta doida,desped pino ta doid,despedir pinoiar ta doer,0
desculpa amor,desculp amor,desculpa amor,0
meninas criancas hoje vamos comigo linhas costuras corre mostrar uso atelie costurar puder compartilha,menin crianc hoj vam comig linh costur corr mostr uso ateli costur pud compartilh,menina crianco hoje ir comigo linha costura correr mostrar uso atelie costurar puder compartilha,1
sorrisoserve,sorrisoserv,sorrisoserver,1
nenens deveriam eternos fica maisa deus conforte coracao,nenens dev etern fic mais deus confort coraca,nenem dever eterno ficar maisa deus conforte coracao,0
vou ouvir,vou ouv,ir ouvir,1
porrrrrrrrra vi gente estuda pq mandar foto carteirinha,porrrrrrrrr vi gent estud pq mand fot carteirinh,porrrrrrrrrar ver gente estudar pq mandar foto carteirinho,0
vamos vamos la dias,vam vam la dias,ir ir la dia,1
saudades cantar b c ciro,saudad cant b c cir,saudade cantar b c ciro,0
indique filme mile to you,indiqu film mil to you,indique filme mile to you,1
mesma opiniao doi,mesm opinia doi,mesmo opiniao de oi,0
dia semana d nao querendo arruinar carteira semana queria so dizervos publiquei video openbox maquibeauty portugal contemme la algum destes produtos acham,dia seman d nao quer arruin carteir seman quer so dizerv publiqu vid openbox maquibeauty portugal contemm la algum dest produt acham,dia semana d nao querer arruinar carteira semana querer so Dizervos publiquei video openbox Maquibeauty Portugal contemme la algum de este produto achar,1
dei host humildes viewers viu,dei host humild viewers viu,dar host humilde viewer ver,0
sinceramente acho vou cagar comprar vestido curto passo calor deus quiser,sincer acho vou cag compr vest curt pass calor deus quis,sinceramente achar ir cagar comprar vestido curto passo calor deus querer,1
haha coucou lui,hah couc lui,haha coucar lui,1
oie pra estadual ja candidato,oie pra estadual ja candidat,oie pra estadual Ja candidato,1
set tambem disponivel padrim d,set tamb disponivel padrim d,set tambem disponivel padrim d,1
quantos filhos queres d,quant filh quer d,quanto filho quere d,1
terminei mastercheff comer comida japonesa,termin mastercheff com com japones,terminei mastercheff comer comida japonês,0
oq vc pro cabelo crescer hoje dia n faco,oq vc pro cabel cresc hoj dia n fac,oq vc pro cabelo crescer hoje dia n faco,1
dg gente puro grudeee falamos vemos vc menino incrivel,dg gent pur grudee fal vem vc menin incrivel,dg gente puro grudeee falar ver vc menino incrivel,0
ummm ho,ummm ho,ummm ho,1
morrer,morr,morrer,1
ja pedi mae piscina bue deixa tou bue aziada pt fogooo,ja ped mae piscin bue deix tou bue azi pt fogoo,ja pedir mae piscino bue deixar tar bue aziar pt fogooo,0
assisti toooodos episodios elite gostei,assist tooood episodi elit gost,assisti toooor episodio elite gostar,1
ah vc incrivel ne super inteligente linda humorada sorriso maravilhoso vibe nao,ah vc incrivel ne sup inteligent lind humor sorris maravilh vib nao,ah vc incrivel ne super inteligente linda humorar sorriso maravilhoso viber nao,1
puta pariu cara,put par car,puta parir cara,0
n consigo drama fever pq pede premium,n consig dram fev pq ped premium,n consigo drama fever pq pedir premium,0
llegolachampions namas acabo graduar p,llegolachampions nam acab gradu p,llegolachampiom Namas acaber graduar p,1
,,,1
tirar tela bloqueio,tir tel bloquei,tirar tela bloqueio,0
bonita historia amor,bonit histor amor,bonito historio amor,1
ficamos espera corrida,fic esper corr,ficar esperar corrida,1
eleita d,eleit d,eleita d,1
familia sorrindo rindo bozolixo frente rindo chorando,famil sorr rind bozolix frent rind chor,familiar sorrir rir bozolixo frente rir chorar,1
so queria fds volta,so quer fds volt,so querer fds volta,0
,,,1
acabaram vasco,acab vasc,acabar vasco,0
nenem voce consegue,nen voc conseg,nenem voce conseguir,0
kkkkkkkkkkkkkk poxa,kkkkkkkkkkkkkk pox,kkkkkkkkkkkkkk poxa,0
bebezinho,bebezinh,bebezinho,0
pouquinho,pouquinh,pouquinho,0
manha decidi chatear nicole saudades,manh decid chat nicol saudad,manha decidir chatear nicole saudade,0
escola acontecer protesto assedio assediada dia normal vida mulher,escol acontec protest assedi assedi dia normal vid mulh,escola acontecer protesto assedio assediar dia normal vida mulher,1
vou contarvos segredo possivel namorar continuar sair amigos experimentem,vou contarv segred possivel namor continu sair amig experiment,ir contarvo segredo possivel namorar continuar sair amigo experimentar,1
disse queria blusa pele mae vo pedir neymar gt,diss quer blus pel mae vo ped neym gt,dizer querio blusa pele mae vo pedir neymar gt,0
esqueci celular gy,esquec celul gy,esqueci celular gy,0
tentando manter esperancas nao morreu,tent mant esperanc nao morr,tentar manter esperanca nao morrer,0
hj q to c hormonio to veiiiii caralho morrer fico melhorzinho organismo merda porra q genetica horrivel,hj q to c hormoni to veiiii caralh morr fic melhorzinh organ merd porr q genet horrivel,hj q to c hormonio to veiiiii caralho morrer fico melhorzinho organismo Merda porra q genetica horrivel,0
amo principe,amo princip,amo Principe,0
vc tambem nao ta sozinha,vc tamb nao ta sozinh,vc tambem nao ta sozinha,1
nao precisa apagar importante democrata partido candidato lutar fascista ps posts antipetistas nao pt entao melhor apagalos,nao precis apag import democrat part candidat lut fascist ps posts antipet nao pt enta melhor apagal,nao precisar apagar importante democrata partir candidato lutar fascista ps posts antipetista nao pt entao bom apagalo,1
ia convidar vcs p la casa dnv dps,ia convid vcs p la cas dnv dps,ir convidar vcs p la casa dnv dps,0
muita admiracao pessoa,muit admiraca pesso,muito admiracao pessoo,1
ai fer fico triste vamo natal coletivo ccxp,ai fer fic trist vam natal colet ccxp,ai fer fico tristir vamo natal coletivo ccxp,0
fiz varios testes pra raca cachorro combinaria comigo so raca n queria cachorro pequeno apareceu pitbull porem resultados q gostei,fiz vari test pra rac cachorr combin comig so rac n quer cachorr pequen aparec pitbull por result q gost,fiz vario teste pra raca cachorro combinar comigo so racar n querer cachorro pequeno aparecer pitbull por resultado q gostar,0
sonhei ratinhos amigo sonho perdia chamado pink,sonh ratinh amig sonh perd cham pink,sonhei ratinho amigo sonho perder chamar pink,0
queria deixar registro pequena vitoria diaria cheguei dia arrancar pelinha boca ate machucar tirei umazinhas nao sangrou,quer deix registr pequen vitor diar chegu dia arranc pelinh boc ate machuc tir umazinh nao sangr,querer deixar registro pequeno vitoria diario cheguei dia arrancar pelinha bocar ate machucar tirar umazinha nao sangrar,1
ai queria dan afogasse tadinha brooke ta so peyton,ai quer dan afog tadinh brook ta so peyton,ai querer dan afogar tadinho brooke ta so Peyton,0
cpa unica semana q n,cpa unic seman q n,cpa unico semana q n,0
guerir,guer,guerir,1
faltam dias anos achei deviam,falt dias anos ache dev,faltar dia ano achar dever,1
miga vamos unir fascista,mig vam unir fascist,miga ir unir fascista,0
hora acho rumo turno infelizmente,hor acho rum turn infeliz,hora achar rumo turno infelizmente,0
ai lindaa acho super maravilhosa simpatica bobeira voce sumiu tbm to sdd,ai linda acho sup maravilh simpat bobeir voc sum tbm to sdd,ai lindaa achar super maravilhoso simpatico bobeiro voce sumir tbm to sdd,0
alex dando aula alfabeto grego irmazinhas lifeinhellas michellelott,alex dand aul alfabet greg irmazinh lifeinhell michellelott,Alex dar aula alfabeto grego irmazinha lifeinhella michellelott,1
par contre EUR th rendus silence total,par contr eur th rendus silenc total,par contre EUR th rendus silence total,1
so apetecia socalhos carinha,so apetec socalh carinh,so apetecia socalho carinha,1
delicia vou tirar cochilo h ate acordar pra trabalhar,delic vou tir cochil h ate acord pra trabalh,delicia ir tirar cochilo h ate acordar pra trabalhar,1
fingindo nao ta rolando show pq nao tour p,fing nao ta rol show pq nao tour p,fingir nao ta rolar show pq nao tour p,1
acordei pior q dias,acord pior q dias,acordar pior q dia,0
ha bocado esperanca more forcas icone,ha boc esperanc mor forc icon,ha bocar esperancar more forco icone,0
ai vou sentir,ai vou sent,ai ir sentir,0
x scout dou muita bala cagada,x scout dou muit bal cag,x Scout dou muito bala cagar,1
quiser conversar coisas pra esfriar cabeca chamar dm,quis convers cois pra esfri cabec cham dm,querer conversar coisa pra esfriar cabeco chamar dm,1
coracaozinho voce fofo,coracaozinh voc fof,coracaozinho voce Fofo,0
acho q consegui recuperar materias q precisava,acho q consegu recuper mat q precis,achar q conseguir recuperar materia q precisar,1
bar fcabfeecebe,bar fcabfeeceb,bar fcabfeecebe,0
sorriso faca lindo surgir rosto tambem,sorris fac lind surg rost tamb,sorriso facar lir surgir ror tambem,1
,,,0
ola voce olhadinha planos claro tv informacoes site duvida,ola voc olhadinh plan clar tv informaco sit duv,ola voce olhadinhar plano claro tv informacoes site duver,1
tao fofo,tao fof,tao fofo,0
hoje anunciamos site conteudo cenario competitivo fofocas mao p deixem opiniao voces criticas sugestoes sao bemvindas goagax pubg eslbpl esl espn,hoj anunc sit conteud cenari competit fofoc mao p deix opinia voc critic sugesto sao bemvind goagax pubg eslbpl esl espn,hoje anunciar site conteudo cenario competitivo fofoca mao p deixem opiniao voce critico sugestoes sao bemvinda goagax pubgr eslbpl esl espn,1
saudades chiquititas,saudad chiquitit,saudade chiquitito,0
machuquei boca pensando merda p,machuqu boc pens merd p,machuquei bocar pensar Merda p,1
trabalhar feriado,trabalh feri,trabalhar feriado,1
merda nao date ju semana,merd nao dat ju seman,merdar nao date Ju semano,0
,,,1
nao levantar cama,nao levant cam,nao levantar cama,0
joguei partidas maximo fiz so socar travesseiro vamo vamo,jogu part maxim fiz so soc travesseir vam vam,joguei partida maximo fiz so socar travesseiro vamo vamo,1
ai mana realmente queria daciolo ganhado tambem queris sabia nao chance ganhar pequen,ai man realment quer daciol ganh tamb quer sab nao chanc ganh pequen,ai mana realmente querer daciolo ganhar tambem queris saber nao chancer ganhar pequen,0
elege candidato nao respeita,eleg candidat nao respeit,elege candidato nao respeitar,1
mentiraaaaaa,mentiraaaaa,mentiraaaaaa,0
animem segundinha,anim segundinh,animem segundinha,1
partido ia pt entrou justica ate candidatura dilma senado joao acha esquerdista so nao declarou mizera bolsonaro,part ia pt entrou justic ate candidatur dilm sen joa acha esquerd so nao declar miz bolsonar,partido ir pt entrar justico ate candidatura dilmo senado joao achar esquerdisto so nao declarar mizera bolsonaro,1
lantei ubinq,lant ubinq,lantar ubinq,1
cheguei casa ja to saudade pretinho,chegu cas ja to saudad pretinh,chegueir casa ja to saudade pretinho,0
meninas deixam bruno araujo triste vou atras acabar kkkkkkkkkkkkkkkkkkkkkkkkkk tadinho fausto,menin deix brun arauj trist vou atras acab kkkkkkkkkkkkkkkkkkkkkkkkkk tadinh faust,menina deixar bruno araujo triste ir atra acabar kkkkkkkkkkkkkkkkkkkkkkkkkk tadinho faur,0
af triste,af trist,af tristir,0
achei encarar semana facil,ache encar seman facil,achar encarar semana facil,0
minhyuk vamos,minhyuk vam,minhyuk ir,0
olha lego ow tio jeff d,olha leg ow tio jeff d,olhar lego ow tio jeff d,1
entendo nao deixe fazerem nao medo preciso enfrentalos enfrente voce nao deixar voce,entend nao deix faz nao med precis enfrental enfrent voc nao deix voc,enter nao deixar fazer nao medo preciso enfrentalo enfrente voce nao deixar voce,1
saudade matasse,saudad mat,saudade matar,0
voce sente aliviada pai votar geraldo alkimin nao toa pai leal fico feliz sendo coerente nao sendo levado odio,voc sent alivi pai vot gerald alkimin nao toa pai leal fic feliz send coerent nao send lev odi,voce sentir aliviar pai votar geraldo Alkimin nao toa pai leal fico feliz ser coerente nao ser levar odio,1
nao sofro,nao sofr,nao sofro,0
ate secundario destruiu autoestimanao deixou dormir nd jeito pele ficasse nojenta causa stress voltar basico pff,ate secundari destru autoestimana deix dorm nd jeit pel fic nojent caus stress volt basic pff,ate secundario destruir autoestimanao deixar dormir nd jeito pele ficar nojentar causa stress voltar basico pff,1
dia enem,dia enem,dia enem,0
hstan pensando votar homem nojo gnt possivel fandom aposto harry nao discordaria,hstan pens vot hom noj gnt possivel fandom apost harry nao discord,hstan pensar votar homem nojo gnt possivel fandom apostar harryr nao discordar,1
promover conta eq milesima ja nao uso,promov cont eq milesim ja nao uso,promover contar eq Milesima ja nao uso,1
nao ate passei perfume p,nao ate pass perfum p,nao ate passar perfume p,0
q q vc nao esqueceu p,q q vc nao esquec p,q q vc nao esquecer p,1
viu anjinho precisa protegido gt,viu anjinh precis proteg gt,ver anjinho precisar protegir gt,1
haha quase servico cobra cartoes checagem simbolica,hah quas servic cobr carto checag simbol,haha quase servico cobrar cartoes checagem simbolico,1
orgulho realizado sonho mito voce,orgulh realiz sonh mit voc,orgulho realizar sonho mito voce,1
deixa amiguinha responder flor mulher suficiente nao precisar pra responderem alias deixar resto placenta voce pra responder ne,deix amiguinh respond flor mulh suficient nao precis pra respond ali deix rest placent voc pra respond ne,deixar amiguinha responder flor mulher suficiente nao precisar pra responder alia deixar resto placentar voce pra responder ne,1
reflexo turno homem subiu rampa ja sinais fortes sinais d,reflex turn hom sub ramp ja sin fort sin d,reflexo turno homem subir rampar ja sinal forte sinal d,1
bonita boca,bonit boc,bonito bocar,1
beber claro,beb clar,beber claro,1
abraco queria,abrac quer,abraco querer,0
