clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
vcs moram eu moro aclimacao perto liberdade vergueiro paraiso,vcs mor eu mor aclimaca pert liberdad vergueir parais,vcs morar eu morar aclimacao perto liberdade vergueiro paraiso,0
morava jabaquara comprava num acougue massa av sta catarina so la tinha seleta legumes eu amava sniff,mor jabaqu compr num acoug mass av sta catarin so la tinh selet legum eu amav sniff,morar jabaquar comprar em um acougue massar av sta catarina so la ter seleta legume eu amar sniff,0
galera tenho fotos pra mostrar terca quando sra deu entrevista pra revista vestido micro querem,gal tenh fot pra mostr terc quand sra deu entrev pra revist vest micr quer,Galera ter foto pra mostrar terca quando sra dar entrevista pra revista vestir micro querer,0
eu amo esse bairro adivinha abriu temakeria lado casa hahaha falenciafeelings,eu amo esse bairr adivinh abriu temak lad cas hahah falenciafeelings,eu amar esse bairro adivinhar abrir temakerio lado casa hahaho falenciafeelings,0
mosqueteiras nao livraram perguntinhas basicas vermelhidaonorosto,mosqueteir nao livr perguntinh basic vermelhidaonorost,mosqueteira nao livrar perguntinha basico vermelhidaonorosto,0
seja faltam rs,sej falt rs,ser faltar rs,0
pssoas incriveis so comem spoletto rs,psso incriv so com spolett rs,pssoa incrivel so comer spoletto rs,0
chamado caomor junto reporter cara sono rs mto legal,cham caomor junt report car son rs mto legal,chamar caomor junto reporter cara sono rs mto legal,0
viu fotos postei,viu fot post,ver foto postar,0
vou fazer comidinha pernambucana agora quem quer,vou faz comidinh pernambucan agor quem quer,ir fazer comidinha pernambucano agora quem querer,0
chega sem som sem imagem nao ne xerus live on,cheg sem som sem imag nao ne xerus liv on,chegar sem som sem imagem nao ne xerus live on,0
sou nada faco basico hahaha,sou nad fac basic hahah,ser nada faco basico Hahaha,0
tai sou otima sobremesas doces bolos,tai sou otim sobremes doc bol,tai ser otimo sobremeso doce bolo,0
medo vindo pra sppp rs,med vind pra sppp rs,medo vir pra sppp rs,0
gente quem ta pique jv coisa leve nao rsrsrs,gent quem ta piqu jv cois lev nao rsrsrs,gente quem ta pique jv coisa levar nao rsrsrs,0
rilitros rt eu tivesse liquid love iria participar promocao me infarta morango kkkkkkk passomal,rilitr rt eu tiv liquid lov iri particip promoca me infart morang kkkkkkk passomal,rilitro rt eu ter liquid love ir participar promocao eu infarta morango kkkkkkk passomal,0
oi sugeri jv ninguem me deu bola ta afim vc te mais moral eu vem mais gente rsrsrs,oi suger jv ningu me deu bol ta afim vc te mais moral eu vem mais gent rsrsrs,oi sugeri jv ninguem eu dar bola ta afim vc te mais moral eu vir mais gente rsrsrsr,0
gosto nao acho ela bonita nao nem nada nao huahahaauahauhau,gost nao acho ela bonit nao nem nad nao huahahaauahauhau,gostar nao achar ela bonito nao nem nada nao huahahaauahauhau,0
hahahaha brincadeirinhaboba rs tb acho,hahahah brincadeirinhabob rs tb acho,hahahaher brincadeirinhaboba rs tb acho,0
eu tb mas sou futurarecemsolteiraaindaapaixonada foda rs,eu tb mas sou futurarecemsolteiraaindaapaixon fod rs,eu tb mas ser futurarecemsolteiraaindaapaixonar foda rs,0
own gata depende so mim nao nem dela mas vamos ver futuro reserva tu es solteira,own gat depend so mim nao nem del mas vam ver futur reserv tu es solteir,own gatar depender so eu nao nem de ele mas ir ver futuro reserva tu es solteira,0
puts complicado mas ele respeita tuas sensacoes sim otimo tem ver entao ele encara isso seicomoe,puts complic mas ele respeit tuas sensaco sim otim tem ver enta ele encar isso seicomo,puts complicar mas ele respeitar tuas sensacoes sim otimo ter ver entao ele encarar isso seicomoe,0
normalll imagina situacao pssoa tb ne fodas,normalll imagin situaca psso tb ne fod,normalll imaginar situacao pssoo tb ne foda,0
uia rt fia nem te conto to fazendorsss,uia rt fia nem te cont to fazendorsss,uia rt fia nem te conto to Fazendorsss,0
ele cara querido amigoo expatrao rt melhores escritores pais fabricio jo,ele car quer amigo expatra rt melhor escritor pais fabrici jo,ele carar querido amigoo expatrao rt bom escritor pal fabricio jo,0
eu tive problemas serios pq cabelo era crespo diziam eu tinha piolho isso causou traumas acredita,eu tiv problem seri pq cabel era cresp diz eu tinh piolh isso caus traum acredit,eu ter problema serio pq cabelo ser crespo dizer eu ter piolho isso causar trauma acreditar,0
bem exagerado fui vaarias vezes pra secretaria comecei alisar cabelo adolescencia hj queria telos cacheados nao posso,bem exager fui vaar vez pra secret comec alis cabel adolescenc hj quer tel cach nao poss,bem exagerar ser vaarias vez pra secretaria começar alisar cabelo adolescenciar hj querer telo cachear nao poder,0
minha vinganca branca hj to melhor aparencia todas me magoaram rs,minh vinganc branc hj to melhor aparenc tod me mago rs,meu vinganca branco hj to bom aparencia todo eu magoar rs,0
tive problema esses tempos sim acho reflexo mas longa historia pra contar aqui bem complicado,tiv problem esses temp sim acho reflex mas long histor pra cont aqu bem complic,ter problema esse tempo sim achar reflexo mas longo historia pra contar aqui bem complicado,0
putso nao gay legal gente ver aparencias enganam nao fazem menor diferenca namoradalinda,puts nao gay legal gent ver aparenc engan nao faz menor diferenc namoradalind,putso nao gay legal gente ver aparencia enganar nao fazer pequeno diferenca namoradalindo,0
hahaha esse moco otimo so rt rindo muito esse moco ta jo,hahah esse moc otim so rt rind muit esse moc ta jo,hahaha esse moco otimo so rt rir muito esse moco ta jo,0
acho vou pegar carona mimir,acho vou peg caron mim,achar ir pegar caronar mimir,0
pqp ta me fudendo essas verdades absolutas genio,pqp ta me fud essas verdad absolut geni,pqp ta eu fuder esse verdade absoluto genio,0
oww linda trabalho amanha,oww lind trabalh amanh,oww lindo trabalho amanho,0
gente ta absurdaaaa briga jo soares x huahahhuahau,gent ta absurdaaa brig jo soar x huahahhuahau,gente ta absurdaaaa briga jo Soares x huahahhuahau,0
sono rs cheiros tb adorei,son rs cheir tb ador,sono rs cheiro tb adorar,0
alguem ai quer peixe pq eu ja pesquei varios aqui cheiros todasssss,algu ai quer peix pq eu ja pesqu vari aqu cheir todasssss,alguir ai quer peixe pq eu ja pesquei vario aqui cheiro todasssss,0
owww esquisita ta te imitando tt pala hahaha,owww esquisit ta te imit tt pal hahah,owww esquisito ta te imitar tt pala hahaho,0
te amo perdidamente mais agora rt graca followers tweets sao merda,te amo perdid mais agor rt grac followers tweets sao merd,te amo perdidamente mais agora rt graca follower tweet sao merdar,0
num vontade fazer comentario desaforado pra essa menina acho vou fazer,num vontad faz comentari desafor pra essa menin acho vou faz,em um vontade fazer comentario desaforar pra esse menina achar ir fazer,0
verdade gosto pouquinhos mas interagem,verdad gost pouquinh mas interag,verdade gostar pouquinho mas interagem,0
prezada quando pessoas usam mesmo computador pode acontecer postar twitcam c perfil errado,prez quand pesso usam mesm comput pod acontec post twitc c perfil errad,prezar quando pessoa usar mesmo computador poder acontecer postar twitcar c perfil errar,0
certamente aconteceu isso quando postou comentario c id,cert acontec isso quand post comentari c id,certamente acontecer isso quando postar comentario c id,0
pouco conheco daqui bbb me fizeram certeza jamais mentiria aqui,pouc conhec daqu bbb me fiz certez jam ment aqu,pouco conheco de aqui bbb eu fazer certeza jamais mentir aqui,0
entao reflita teu comentntario friend nao esotu justificando defendendo pq famosa faria qq pssoa abc,enta reflit teu comentntari friend nao esotu justific defend pq famos far qq psso abc,entao reflita teu comentntario friend nao esotu justificar defender pq famoso Faria qq pssoa abc,0
sabem eu descobri pessoa acrostica adivinhem quem hahahah,sab eu descobr pesso acrost adivinh quem hahahah,saber eu descobrir pessoa acrostico adivinher quem hahahah,0
tenho tanto medo aviao quando ele passa la cima coracao acelera afff,tenh tant med avia quand ele pass la cim coraca acel afff,ter tanto medo aviao quando ele passar la cima coracao acelerar afff,0
cara isso nao sonho cocolatraassumidamodeon,car isso nao sonh cocolatraassumidamodeon,carar isso nao sonho cocolatraassumidamodeon,0
tem galinha gisada ahhh me convidaaaaaaaaaaaa rsrs saudadedepernambuco,tem galinh gis ahhh me convidaaaaaaaaaaa rsrs saudadedepernambuc,ter galinho gisar Ahhh eu convidaaaaaaaaaaaa rsrs saudadedepernambuco,0
atoron rt bem podemos mesclaruma bela espanhola numa linda holandesarsrsrs,atoron rt bem pod mesclarum bel espanhol num lind holandesarsrsrs,atoron rt bem poder mesclaruma belo espanhol em um linda holandesarsrsrs,1
ola gatas gato hahaha,ola gat gat hahah,ol gata gato hahaho,0
baummm hein tem coisa mais gostosa eu ando reflexiva mas enmm paz tb mto bom,baummm hein tem cois mais gostos eu ando reflex mas enmm paz tb mto bom,Baummm hein ter coisa mais gostoso eu ar reflexiva mas enmm paz tb mto bom,0
nao sei passa mas forca,nao sei pass mas forc,nao saber passar mas forca,0
fica deus luz paz,fic deus luz paz,ficar de eus Luz paz,0
ah convivendo apenas comigo esse fds precisava disso pensando mtas coisas trabalhando meio disso rs,ah conviv apen comig esse fds precis diss pens mtas cois trabalh mei diss rs,ah conviver apenas comigo esse fds precisar de isso pensar mta coisa trabalhar meio de isso rs,0
ixi nega ta sampa nao aqui ta dia lindo nem sei to fazendo casa acompanhada colica danada,ixi neg ta samp nao aqu ta dia lind nem sei to faz cas acompanh colic dan,ixi negar ta sampa nao aqui ta dia lir nem saber to fazer casa acompanhar colica danar,0
vim parar nessa cidade p forca circunstancias aprendi m virar sozinha nao mudo minha postura so p t agradar,vim par ness cidad p forc circunstanc aprend m vir sozinh nao mud minh postur so p t agrad,vir parar em esse cidade p forca circunstancia aprender m virar sozinha nao mudo meu postura so p t agradar,0
vamos fazer corrente twitter vem pros caracteres quem adere twitercaracteres,vam faz corrent twitt vem pros caract quem ader twitercaract,ir fazer corrente twitter vir pro caracter quem aderir twitercaracter,0
gatooooooooooooooooo tava sentindo tua falta,gatoooooooooooooooo tav sent tua falt,gatooooooooooooooooo tar sentir tua falta,0
nao vou pro ceu fato,nao vou pro ceu fat,nao ir pro cer fato,0
acho morango tem ceu so pra ela rsrs nossa eu to sampa aqui n b vista ta nubladim meio frio,acho morang tem ceu so pra ela rsrs noss eu to samp aqu n b vist ta nubladim mei fri,achar morango ter cer so pra ela rsrs nosso eu to sampa aqui n b vista ta nubladim meio frio,0
hahaha pq tatuape tava sol aclimacao sol so bela vista tava nublado rsrs eeee,hahah pq tatuap tav sol aclimaca sol so bel vist tav nubl rsrs eeee,Hahaha pq tatuape tar sol aclimacao sol so belo ver tar nublar rsrs eeee,0
ooowwww amorrr ja chegou,ooowwww amorrr ja cheg,ooowwww amorrr ja chegar,0
kkkkkkkkkkkkkkkk rt mamy gloss mandou msg pro torpedao ondefoiqeuerrei,kkkkkkkkkkkkkkkk rt mamy gloss mand msg pro torpeda ondefoiqeuerr,Kkkkkkkkkkkkkkkk rt mamy gloss mandar msg pro torpedao ondefoiqeuerrei,0
vi dm pssoa tudo certim,vi dm psso tud certim,ver dm pssoa tudo certim,0
quero saber tudooo diaaaa,quer sab tudoo diaaa,querer saber tudooo diaaao,0
magina rs dia tao totoso hj sp eu fiquei casa trab ontem ate noite aff rs tu madry,magin rs dia tao totos hj sp eu fiqu cas trab ontem ate noit aff rs tu madry,Magina rs dia tao totoso hj sp eu fiquei casa trab ontem ate noite aff rs tu madry,0
nossa nao ha furto pena essa graca rsrs cheirosss,noss nao ha furt pen essa grac rsrs cheirosss,nosso nao ha furto pena esse graca rsrs cheirosss,0
amores pra quem gosta boa leitura ate pra quem nao gosta superindico,amor pra quem gost boa leitur ate pra quem nao gost superind,amor pra quem gostar bom leitura ate pra quem nao gostar superindico,0
linda ajuda divulgar primeiro livro escritora musico,lind ajud divulg primeir livr escritor music,linda ajudo divulgar primeiro livro escritor musico,0
amore ajuda divulgar primeiro livro escritora musico,amor ajud divulg primeir livr escritor music,amore ajudar divulgar primeiro livro escritor musico,0
amore ajuda divulgar primeiro livro escritora musico,amor ajud divulg primeir livr escritor music,amore ajudar divulgar primeiro livro escritor musico,0
lindooooooo eu reviso lida quando puder,lindoooooo eu revis lid quand pud,lindooooooo eu reviso ler quando puder,0
nossa tme gente nao faz tattoo pra filho me ajuda ne isso passional,noss tme gent nao faz tatto pra filh me ajud ne isso passional,nosso tme gente nao fazer tattoo pra filho eu ajudar ne isso passional,0
oi madry fucada la primeiro livro minha amiga eu reviso,oi madry fuc la primeir livr minh amig eu revis,oi madry fucar la primeiro livro meu amiga eu reviso,0
vc gente cara rsrs brigada lindona desastrada s,vc gent car rsrs brig lindon desastr s,vc gente carar rsrs brigar lindonar desastrado s,0
miga fucada la primeiro livro minha amiga eu reviso,mig fuc la primeir livr minh amig eu revis,migo fucar la primeiro livro meu amiga eu reviso,0
fucada la mae primeiro livro minha amiga eu reviso,fuc la mae primeir livr minh amig eu revis,fucar la mae primeiro livro meu amiga eu reviso,0
fucada la primeiro livro minha amiga eu reviso,fuc la primeir livr minh amig eu revis,fucar la primeiro livro meu amiga eu reviso,0
oi bonita fucada la primeiro livro minha amiga eu reviso,oi bonit fuc la primeir livr minh amig eu revis,oi bonito fucada la primeiro livro meu amiga eu reviso,0
gtda fucada la primeiro livro minha amiga eu reviso,gtda fuc la primeir livr minh amig eu revis,gtda fucar la primeiro livro meu amiga eu reviso,0
naoeammmm pq alter ego tb ama amigos nessa vida rs,naoeammmm pq alter ego tb ama amig ness vid rs,naoeammmm pq alter ego tb amar amigo em esse vida rs,0
preguica ir dormir,preguic ir dorm,preguico ir dormir,0
adoro essa frase viva loucos normais estao acabando mundo fikdik rs,ador essa fras viv louc norm esta acab mund fikdik rs,adorar esse frase vivo louco normal estao acabar mundo fikdik rs,0
lindo inclusive intrigante isso massa,lind inclusiv intrig isso mass,lir inclusive intrigante isso massar,0
excelente parabens venham mudancas,excelent parabens venh mudanc,excelente parabem ver mudanco,0
rt queria comer polvo mas copa gerou apego,rt quer com polv mas cop ger apeg,rt querer comer polvo mas copa gerar apego,0
acho vou ai preguica dormir xerus,acho vou ai preguic dorm xerus,achar vou ai preguica dormir xerus,0
mto fofo msm raca,mto fof msm rac,mto fofo msm racar,0
