clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
putso nao gay legal gente aparencias enganam nao diferenca namoradalinda,puts nao gay legal gent aparenc engan nao diferenc namoradalind,putso nao gay legal gente aparencia enganar nao diferenca namoradalindo,0
hahaha moco otimo so rt rindo moco ta jo,hahah moc otim so rt rind moc ta jo,hahaha moco otimo so rt rir moco ta jo,0
acho vou carona mimir,acho vou caron mim,achar ir caronar mimir,0
pqp ta fudendo verdades absolutas genio,pqp ta fud verdad absolut geni,pqp ta fuder verdade absoluto genio,0
oww linda trabalho amanha,oww lind trabalh amanh,oww lindo trabalho amanho,0
gente ta absurdaaaa briga jo soares x huahahhuahau,gent ta absurdaaa brig jo soar x huahahhuahau,gente ta absurdaaaa briga jo Soares x huahahhuahau,0
sono rs cheiros tb adorei,son rs cheir tb ador,sono rs cheiro tb adorar,0
alguem ai peixe pq ja pesquei varios cheiros todasssss,algu ai peix pq ja pesqu vari cheir todasssss,alguir ai peixe pq ja pesquei vario cheiro todasssss,0
owww esquisita ta imitando tt pala hahaha,owww esquisit ta imit tt pal hahah,owww esquisita ta imitar tt pala hahaho,0
amo perdidamente rt graca followers tweets sao merda,amo perdid rt grac followers tweets sao merd,amo perdidamente rt graca follower tweet sao merdar,0
vontade comentario desaforado pra menina acho vou,vontad comentari desafor pra menin acho vou,vontade comentario desaforar pra menina achar ir,0
verdade gosto pouquinhos interagem,verdad gost pouquinh interag,verdade gostir pouquinho interagem,0
prezada pessoas usam computador acontecer postar twitcam c perfil errado,prez pesso usam comput acontec post twitc c perfil errad,prezar pessoa usar computador acontecer postar twitcar c perfil errar,0
aconteceu postou comentario c id,acontec post comentari c id,acontecer postar comentario c id,0
conheco daqui bbb fizeram jamais mentiria,conhec daqu bbb fiz jam ment,conheco de aqui bbb fazer jamais mentirio,0
entao reflita comentntario friend nao esotu justificando defendendo pq famosa faria qq pssoa abc,enta reflit comentntari friend nao esotu justific defend pq famos far qq psso abc,entao reflita comentntario friend nao esotu justificar defender pq famoso Faria qq pssoa abc,0
sabem descobri pessoa acrostica adivinhem hahahah,sab descobr pesso acrost adivinh hahahah,saber descobrir pessoa acrostico adivinher hahahah,0
medo aviao passa la coracao acelera afff,med avia pass la coraca acel afff,medo aviao passar la coracao acelerar afff,0
cara nao sonho cocolatraassumidamodeon,car nao sonh cocolatraassumidamodeon,carar nao sonho cocolatraassumidamodeon,0
galinha gisada ahhh convidaaaaaaaaaaaa rsrs saudadedepernambuco,galinh gis ahhh convidaaaaaaaaaaa rsrs saudadedepernambuc,galinho gisar Ahhh convidaaaaaaaaaaaa rsrs saudadedepernambuco,0
atoron rt podemos mesclaruma bela espanhola linda holandesarsrsrs,atoron rt pod mesclarum bel espanhol lind holandesarsrsrs,atoron rt poder mesclaruma belo espanhol lindo holandesarsrsrs,1
ola gatas gato hahaha,ola gat gat hahah,ol gata gato hahaho,0
baummm hein gostosa ando reflexiva enmm paz tb mto,baummm hein gostos ando reflex enmm paz tb mto,Baummm hein gostosar ar reflexivar enmm paz tb mto,0
nao passa forca,nao pass forc,nao passar forca,0
fica deus luz paz,fic deus luz paz,ficar de eus Luz paz,0
ah convivendo comigo fds precisava pensando mtas coisas trabalhando rs,ah conviv comig fds precis pens mtas cois trabalh rs,ah conviver comigo fds precisar pensar mta coisa trabalhar rs,0
ixi nega ta sampa nao ta dia lindo to fazendo casa acompanhada colica danada,ixi neg ta samp nao ta dia lind to faz cas acompanh colic dan,ixi negar ta sampa nao ta dia lir to fazer casa acompanhar colica danar,0
vim parar cidade p forca circunstancias aprendi m virar sozinha nao mudo postura so p t agradar,vim par cidad p forc circunstanc aprend m vir sozinh nao mud postur so p t agrad,vir parar cidade p forca circunstancia aprender m virar sozinha nao mudo posturar so p t agradar,0
vamos twitter pros caracteres adere twitercaracteres,vam twitt pros caract ader twitercaract,ir twitter pro caracter aderir twitercaracter,0
gatooooooooooooooooo tava sentindo,gatoooooooooooooooo tav sent,gatooooooooooooooooo tar sentir,0
nao vou pro ceu fato,nao vou pro ceu fat,nao ir pro cer fato,0
acho morango ceu so pra rsrs to sampa n b vista ta nubladim frio,acho morang ceu so pra rsrs to samp n b vist ta nubladim fri,achar morango cer so pra rsrs to sampa n b vista ta nubladim frio,0
hahaha pq tatuape tava sol aclimacao sol so bela vista tava nublado rsrs eeee,hahah pq tatuap tav sol aclimaca sol so bel vist tav nubl rsrs eeee,Hahaha pq tatuape tar sol aclimacao sol so belo ver tar nublar rsrs eeee,0
ooowwww amorrr ja chegou,ooowwww amorrr ja cheg,ooowwww amorrr ja chegar,0
kkkkkkkkkkkkkkkk rt mamy gloss mandou msg pro torpedao ondefoiqeuerrei,kkkkkkkkkkkkkkkk rt mamy gloss mand msg pro torpeda ondefoiqeuerr,Kkkkkkkkkkkkkkkk rt mamy gloss mandar msg pro torpedao ondefoiqeuerrei,0
vi dm pssoa certim,vi dm psso certim,ver dm pssoa Certim,0
tudooo diaaaa,tudoo diaaa,tudooo diaaao,0
magina rs dia tao totoso hj sp fiquei casa trab ate noite aff rs madry,magin rs dia tao totos hj sp fiqu cas trab ate noit aff rs madry,Magina rs dia tao totoso hj sp fiquei casa trab ate noite aff rs madry,0
nao ha furto pena graca rsrs cheirosss,nao ha furt pen grac rsrs cheirosss,nao ha furto pena graca rsrs cheirosss,0
amores pra gosta leitura ate pra nao gosta superindico,amor pra gost leitur ate pra nao gost superind,amor pra gosta leitura ate pra nao gosta superindico,0
linda ajuda divulgar livro escritora musico,lind ajud divulg livr escritor music,linda ajudo divulgar livro escritor musico,0
amore ajuda divulgar livro escritora musico,amor ajud divulg livr escritor music,amore ajudar divulgar livro escritor musico,0
amore ajuda divulgar livro escritora musico,amor ajud divulg livr escritor music,amore ajudar divulgar livro escritor musico,0
lindooooooo reviso lida puder,lindoooooo revis lid pud,lindooooooo reviso ler puder,0
tme gente nao tattoo pra filho ajuda ne passional,tme gent nao tatto pra filh ajud ne passional,tmeer gente nao tattoo pra filho ajudar ne passional,0
oi madry fucada la livro amiga reviso,oi madry fuc la livr amig revis,oi madry fucar la livro amigar reviso,0
vc gente cara rsrs brigada lindona desastrada s,vc gent car rsrs brig lindon desastr s,vc gente carar rsrs brigar lindonar desastrado s,0
miga fucada la livro amiga reviso,mig fuc la livr amig revis,migo fucar la livro amigar reviso,0
fucada la mae livro amiga reviso,fuc la mae livr amig revis,fucar la mae livro amigar reviso,0
fucada la livro amiga reviso,fuc la livr amig revis,fucar la livro amigar reviso,0
oi bonita fucada la livro amiga reviso,oi bonit fuc la livr amig revis,oi bonito fucada la livro amigar reviso,0
gtda fucada la livro amiga reviso,gtda fuc la livr amig revis,gtda fucar la livro amigar reviso,0
naoeammmm pq alter ego tb ama amigos vida rs,naoeammmm pq alter ego tb ama amig vid rs,naoeammmm pq alter ego tb amar amigo ver rs,0
preguica dormir,preguic dorm,preguico dormir,0
adoro frase viva loucos normais estao acabando mundo fikdik rs,ador fras viv louc norm esta acab mund fikdik rs,adorar frase vivo louco normal estao acabar mundo fikdik rs,0
lindo intrigante massa,lind intrig mass,lir intrigante massar,0
excelente parabens venham mudancas,excelent parabens venh mudanc,excelente parabem ver mudanco,0
rt queria comer polvo copa gerou apego,rt quer com polv cop ger apeg,rt querer comer polvo copa gerar apego,0
acho vou ai preguica dormir xerus,acho vou ai preguic dorm xerus,achar vou ai preguica dormir xerus,0
mto fofo msm raca,mto fof msm rac,mto fofo msm racar,0
pronto nui tb,pront nui tb,pronto em ui tb,0
ta morrendo ne liga naum cachorro predio confundo foda rs,ta morr ne lig naum cachorr predi confund fod rs,ta morrer ne liga naum cachorro predio confur foda rs,0
hahaha vi forms,hahah vi forms,Hahaha ver forms,0
materia idolos fqte mto programaneam parabens provcestudo amoteucabelo,mat idol fqte mto programan parabens provcestud amoteucabel,materia idolo fqte mto programaneam parabem provcestudo amoteucabelo,0
cheirossssssssssssssssssss noite,cheirossssssssssssssssssss noit,cheirossssssssssssssssssss noite,0
oieeee amoresss to mtooo emocionadaaaa sobrinha lindaaa nasceuuu parabens kilma lipe mano amo karol renovacao,oieeee amoresss to mtoo emocionadaaa sobrinh lindaa nasceuuu parabens kilm lip man amo karol renovaca,oieeee amoresss to mtooo emocionadaaaa sobrinho lindaaa nasceuuu parabem Kilma lipe mano amo karol renovacao,0
oi amores vcs nocao correriaaaa aff xeru,oi amor vcs noca correriaaa aff xeru,oi amor vcser nocao correriaaaa aff xeru,0
hj correria nao deixou interagir vcs sao especiais saudadessss cheirossss,hj corr nao deix interag vcs sao espec saudadessss cheirossss,hj correrio nao deixar interagir vcs sao especial Saudadessss cheirossss,0
noite esquisitinha legal rsrs zzzzzzzzzz bjuu zzzzzzz,noit esquisitinh legal rsrs zzzzzzzzzz bjuu zzzzzzz,noite esquisitinhar legal rsrs zzzzzzzzzz bjuu zzzzzzz,0
dia amores dias passando mudancas tornando inevitaveis proximas ficando dificil eavidasegue,dia amor dias pass mudanc torn inevitav proxim fic dificil eavidaseg,dia amor dia passar mudanco tornar inevitavel proxima ficar dificil Eavidasegue,0
homem verdade nao dia pra comemorar dia dia,hom verdad nao dia pra comemor dia dia,homem verdade nao dia pra comemorar dia dia,0
vc ai franguinha dessossada so reclama vida chorar porra,vc ai franguinh dessoss so reclam vid chor porr,vc ai franguinha dessossar so reclamar vida chorar porra,1
voce jovem gosta restart voce vergonha si,voc jov gost restart voc vergonh si,voce jovem gostar restart voce vergonhr se,0
jovem espinhudo axe nao restart nao legiao urbana nao minimo decencia vida ordinaria vc leva,jov espinhud axe nao restart nao legia urban nao minim decenc vid ordin vc lev,jovem espinhudo axe nao restart nao Legiao urbano nao minimo decencia vido ordinario vc levar,0
voltar importante abrir cerveja matinal fodase,volt import abrir cervej matinal fodas,voltar importante abrir cerveja matinal fodase,0
vc gosta legiao urbana unfollow gente vergonha cara gosto musical porra,vc gost legia urban unfollow gent vergonh car gost musical porr,vc gostar legiao urbano unfollow gente vergonha caro gosto musical porrar,0
politico covarde bundao vou comecar xingar nessas eleicoes,polit covard bunda vou comec xing ness eleico,politico covarde bundao ir comecar xingar em esse eleicoes,0
alias vc xingar alguem direito nao fale mae sujeito chame bundao basta,ali vc xing algu direit nao fal mae sujeit cham bunda bast,alia vc xingar alguem direito nao falar mae sujeitar chame bundao bastar,0
nizan ganaes bundao,nizan gana bunda,nizan ganaes bundao,0
alias universo publicidade repleto bundoes,ali univers public replet bundo,alia universo publicidade repleto bundoes,0
ei amigo tomar cu,ei amig tom cu,ei amigo tomar cu,0
feliz dia amigo tambem come gordura picanha,feliz dia amig tamb com gordur picanh,feliz dia amigo tambem comer gordura picanho,0
feliz dia amigo toma pinga,feliz dia amig tom ping,feliz dia amigo tomar pingo,0
feliz dia amigo escolhas erradas,feliz dia amig escolh errad,feliz dia amigo escolha errar,0
foco resistencia gostamos mulher pinga rock n roll futebol gostamos churrasco carne sangrenta,foc resistenc gost mulh ping rock n roll futebol gost churrasc carn sangrent,foco resistencer gostamo mulher pinga rock n roll futebol gostamos churrasco carner sangrento,0
gostamos errar,gost errar,gostar errar,0
direto front idiocracia criou ante fala sobrevivente,diret front idiocrac cri ante fal sobrevivent,direto front idiocracia criar ante falar sobrevivente,0
luta jogadores golf pulhas vagabundos bundoes insistem passar creme porra rosto creme nao porra,lut jogador golf pulh vagabund bundo insist pass crem porr rost crem nao porr,lutar jogador golf pulha vagabunr bundoes insistir passar creme porrar rosto cremir nao porra,1
gay assumido resolvido frangas arrogantes dissimulados nao enfrentam propria cara espelho,gay assum resolv frang arrog dissimul nao enfrent propr car espelh,gay assumir resolver franga arrogante dissimular nao enfrentar proprio cara espelho,0
nao pra aguentar conviver fa legiao urbana duvida fuja,nao pra aguent conviv fa legia urban duv fuj,nao pra aguentar conviver fa legiao urbano duver fuja,0
alias reuniao base violao propicio massacre serra eletrica,ali reunia bas viola propici massacr serr eletr,alia reuniaor base violao propicio massacre serra Eletrica,0
nao dunga nao ignorante verdade,nao dung nao ignor verdad,nao dungar nao ignorante verdade,0
alias porra felipe neto nao so neto ja imagino fracassou,ali porr felip net nao so net ja imagin fracass,alia porrar felipe neto nao so neto ja imaginar fracassar,0
cbf confederacao bundoes futebol,cbf confederaca bundo futebol,cbf confederacaor bundoes futebol,0
semana fodase,seman fodas,semano fodase,0
homem verdade nao bate mulher imbecil babaca covardes bundoes,hom verdad nao bat mulh imbecil babac cov bundo,homem verdade nao bater mulher imbecil babaco covarde bundoes,0
mariquinhas passam dia twittando voltei,mariquinh pass dia twitt volt,mariquinha passar dia twittar voltar,1
charlie sheen to contigo querido amigo,charli sheen to contig quer amig,charlie sheen to contigo querido amigo,0
pensamento masculino rodeios voce homem voce mulher revelacoes aguarde,pensament masculin rodei voc hom voc mulh revelaco aguard,pensamento masculino rodeio voce homem voce mulher revelacoes Aguarde,0
voce acha atingir reconquistar fotinhos comentarios balada so afasta reflita,voc acha ating reconquist fotinh comentari bal so afast reflit,voce achar atingir reconquistar fotinho comentario balar so afasto reflito,0
piriguete conquiste ato conquiste vida,piriguet conqu ato conqu vid,piriguetir conquiste ato conquiste vida,1
voce fica enrolando pra aceitar convite nao coragem nao medo queimar cartucho proxima ne,voc fic enrol pra aceit convit nao corag nao med queim cartuch proxim ne,voce ficar enrolar pra aceitar convite nao coragem nao medo queimar cartucho proximo ne,0
nao so ta moda bonito mulheres cuidem,nao so ta mod bonit mulh cuid,nao so ta moda bonito mulher cuider,0
mulher parque diversoes comecar humor montanharussa,mulh parqu diverso comec humor montanharuss,mulher parque diversoes comecar humor montanharussa,1
rt voce precisa nao precisar ninguem,rt voc precis nao precis ningu,rt voce precisar nao precisar ninguem,0
voce acha gente acredita felicidade facebook bebada balada amigas nao preciso homem minimo ridiculo,voc acha gent acredit felic facebook beb bal amig nao precis hom minim ridicul,voce achar gente acreditar felicidade facebook bebar balar amiga nao preciso homem minimo ridiculo,0
