id,title,fake_news,clean_title,stemmed_title,lemmatized_title
188,"O PT foi tão bom para o trabalhador, mas tão bom, que o salário mínimo é menor que o auxílio reclusão. No governo do PT, o ladrão ganha mais do que o trabalhador.",1,pt to bom trabalhador to bom salrio mnimo menor auxlio recluso governo pt ladro ganha trabalhador,pt to bom trabalhador to bom salrio mnimo menor auxlio recluso governo pt ladro ganha trabalhador,pt to bom trabalhador to bom salrio mnimo menor auxlio recluso governo pt ladro ganha trabalhador
189,"Contra fotos ops fatos, não há argumentos Juiz Marco Aurélio e seu amigo Fidel.",1,contra fotos ops fatos h argumentos juiz marco aurlio amigo fidel,contra foto op fato h argumento juiz marco aurlio amigo fidel,contra fotos ops fatos h argumentos juiz marco aurlio amigo fidel
190,Mayra Dias grita Lula Livre durante Miss Universo e é desclassificada.,1,mayra dias grita lula livre durante miss universo desclassificada,mayra dia grita lula livr durant miss universo desclassificada,mayra dia grita lula livre durante miss universo desclassificada
194,Príncipe Harry fez questão de conhecer Fernando Haddad e enviou uma carta ao presidente Lula,1,prncipe harry fez questo conhecer fernando haddad enviou carta presidente lula,prncipe harri fez questo conhec fernando haddad enviou carta president lula,prncipe harry fez questo conhecer fernando haddad enviou carta presidente lula
196,"Petistas disseram que Jair Messias Bolsonaro PRESTAR continência ao Sr. John Bolton, da Agência Nacional de Segurança dos EEUU era subserviência aos americanos. Ajoelhar e fazer um boquete para Hugo Chávez seria o que então",1,petistas disseram jair messias bolsonaro prestar continncia sr john bolton agncia nacional segurana eeuu subservincia americanos ajoelhar fazer boquete hugo chvez ento,petista disseram jair messia bolsonaro prestar continncia sr john bolton agncia nacion segurana eeuu subservincia americano ajoelhar fazer boquet hugo chvez ento,petistas disseram jair messias bolsonaro prestar continncia sr john bolton agncia nacional segurana eeuu subservincia americanos ajoelhar fazer boquete hugo chvez ento
198,"Você sabia que 2% de toda arrecadação do veículo do Mercosul será destinado para a Entidade Internacional do Mercosul a RENAC, você sabe o que é a RENAC   RENAC é Reconstrucción Nacional de Cuba.",1,voc sabia toda arrecadao veculo mercosul destinado entidade internacional mercosul renac voc sabe renac renac reconstruccin nacional cuba,voc sabia toda arrecadao veculo mercosul destinado entidad internacion mercosul renac voc sabe renac renac reconstruccin nacion cuba,voc sabia toda arrecadao veculo mercosul destinado entidade internacional mercosul renac voc sabe renac renac reconstruccin nacional cuba
199,Comissão de Direitos Humanos manda prender jovem que agrediu assaltante em MG,1,comisso direitos humanos manda prender jovem agrediu assaltante mg,comisso direito humano manda prender jovem agrediu assaltant mg,comisso direitos humanos manda prender jovem agrediu assaltante mg
200,"Todo produto encaixado leite, creme de leite, leite condensado, achocolatado, etc. tem uma dessas imagens abaixo que fica no fundo da caixa. A que tem uma barrinha colorida é produto que já venceu, voltou para o fabricante e colocaram mais produtos para reaproveitar voltou para o mercado. A que não tem, é produto novo, que ainda não venceu e está ótimo para consumo.",1,todo produto encaixado leite creme leite leite condensado achocolatado etc dessas imagens abaixo fica fundo caixa barrinha colorida produto j venceu voltou fabricante colocaram produtos reaproveitar voltou mercado produto novo ainda venceu est timo consumo,todo produto encaixado leit creme leit leit condensado achocolatado etc dessa imagen abaixo fica fundo caixa barrinha colorida produto j venceu voltou fabricant colocaram produto reaproveitar voltou mercado produto novo ainda venceu est timo consumo,todo produto encaixado leite creme leite leite condensado achocolatado etc dessas imagens abaixo fica fundo caixa barrinha colorida produto j venceu voltou fabricante colocaram produtos reaproveitar voltou mercado produto novo ainda venceu est timo consumo
202,"Segundo o embaixador da China no Brasil, Li Jinzhang, quem invadiu área de pesca Chinesa foi o barco brasileiro Oceano Pesca I; mesmo estando na costa do Brasil, já que no Governo Dilma foi assinado um tratado onde o Brasil cedeu por 25 anos parte da costa brasileira para pesca chinesa incluindo com exclusividade a pesca do atum. ENTENDERAM POVO GADO OU PRECISO DESENHAR",1,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i estando costa brasil j governo dilma assinado tratado onde brasil cedeu anos parte costa brasileira pesca chinesa incluindo exclusividade pesca atum entenderam povo gado preciso desenhar,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i estando costa brasil j governo dilma assinado tratado ond brasil cedeu ano part costa brasileira pesca chinesa incluindo exclusividad pesca atum entenderam povo gado preciso desenhar,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i estando costa brasil j governo dilma assinado tratado onde brasil cedeu ano parte costa brasileira pesca chinesa incluindo exclusividade pesca atum entenderam povo gado preciso desenhar
213,Departamento de Justiça dos EUA divulgam ao mundo toda a corrupção de Lula e Dilma.,1,departamento justia eua divulgam mundo toda corrupo lula dilma,departamento justia eua divulgam mundo toda corrupo lula dilma,departamento justia eua divulgam mundo toda corrupo lula dilma
219,"Ibope: Bolsonaro 57% Haddad 43%; Band News: Bolsonaro 73% Haddad 27%; Paraná Pesquisas: Bolsonaro 61%, Haddad 39,1%; Record News: 74%, Haddad 16%; BTG Pactual: Bolsonaro 63%, Haddad 37%.",1,ibope bolsonaro haddad band news bolsonaro haddad paran pesquisas bolsonaro haddad record news haddad btg pactual bolsonaro haddad,ibop bolsonaro haddad band news bolsonaro haddad paran pesquisa bolsonaro haddad record news haddad btg pactual bolsonaro haddad,ibope bolsonaro haddad band news bolsonaro haddad paran pesquisas bolsonaro haddad record news haddad btg pactual bolsonaro haddad
220,Cid Gomes novamente detona o PT e acaba de vez com a candidatura de Haddad,1,cid gomes novamente detona pt acaba vez candidatura haddad,cid gome novament detona pt acaba vez candidatura haddad,cid gomes novamente detona pt acaba vez candidatura haddad
221,"Atenção, não fotografem seu comprovante de voto. Isso é crime eleitoral!",1,ateno fotografem comprovante voto crime eleitoral,ateno fotografem comprovant voto crime eleitor,ateno fotografem comprovante voto crime eleitoral
228,URGENTE: PESQUISA Tracking BTG. Acabou de Sair para o Mercado Financeiro: Bolsonaro 77%. Haddad 23%,1,urgente pesquisa tracking btg acabou sair mercado financeiro bolsonaro haddad,urgent pesquisa track btg acab sair mercado financeiro bolsonaro haddad,urgente pesquisa tracking btg acabou sair mercado financeiro bolsonaro haddad
239,AVENIDA PAULISTA FECHADA DE PONTA  PONTA !!! MILHARES CONTRA O PT E  FAVOR DE BOLSONARO,1,avenida paulista fechada ponta ponta milhares contra pt favor bolsonaro,avenida paulista fechada ponta ponta milhar contra pt favor bolsonaro,avenida paulista fechada ponta ponta milhares contra pt favor bolsonaro
242,Vaza áudio: Haddad e Manuela tramando contra Exército e Bolsonaro,1,vaza udio haddad manuela tramando contra exrcito bolsonaro,vaza udio haddad manuela tramando contra exrcito bolsonaro,vaza udio haddad manuela tramando contra exrcito bolsonaro
250,A Fundação Transparência Política Internacional apontou o deputado federal Jair Messias Bolsonaro como o político mais honesto do mundo.,1,fundao transparncia poltica internacional apontou deputado federal jair messias bolsonaro poltico honesto mundo,fundao transparncia poltica internacion apont deputado feder jair messia bolsonaro poltico honesto mundo,fundao transparncia poltica internacional apontou deputado federal jair messias bolsonaro poltico honesto mundo
254,&#39;Andrade&#39; deixa escapar e confessa que Lula será o verdadeiro presidente em caso de vitória,1,andrade deixa escapar confessa lula verdadeiro presidente caso vitria,andrad deixa escapar confessa lula verdadeiro president caso vitria,andrade deixa escapar confessa lula verdadeiro presidente caso vitria
255,"Vice de Haddad garante: a bandeira LGBT tremulará junto com a brasileira, com a volta do PT",1,vice haddad garante bandeira lgbt tremular junto brasileira volta pt,vice haddad garant bandeira lgbt tremular junto brasileira volta pt,vice haddad garante bandeira lgbt tremular junto brasileira volta pt
258,Palocci afirmou que eleições eram decididas pela cúpula. Urnas foram encomendadas para fraudar eleições! O que o TSE vai dizer agora,1,palocci afirmou eleies decididas cpula urnas encomendadas fraudar eleies tse vai dizer agora,palocci afirm elei decidida cpula urna encomendada fraudar elei tse vai dizer agora,palocci afirmou eleies decididas cpula urnas encomendadas fraudar eleies tse vai dizer agora
261,"Vivemos numa época onde querem que os padres se casem e que os casados se divorciem. Querem que os héteros tenham relacionamentos líquidos sem compromisso, mas que os gays se casem na Igreja...",1,vivemos poca onde querem padres casem casados divorciem querem hteros relacionamentos lquidos compromisso gays casem igreja,vivemo poca ond querem padr casem casado divorciem querem htero relacionamento lquido compromisso gay casem igreja,vivemos poca onde querem padre casem casados divorciem querem hteros relacionamentos lquidos compromisso gay casem igreja
262,Gastos com campanha presidencial 2018. Meirelles: R$ 45 milhões; Alckmin: R$32 milhões; Haddad: R$ 29 milhões; Ciro: R$ 10 milhões; Marina: R$ 4 milhões; Bolsonaro: Wi-Fi de casa,1,gastos campanha presidencial meirelles r milhes alckmin r milhes haddad r milhes ciro r milhes marina r milhes bolsonaro wifi casa,gasto campanha presidenci meirel r milh alckmin r milh haddad r milh ciro r milh marina r milh bolsonaro wifi casa,gastos campanha presidencial meirelles r milhes alckmin r milhes haddad r milhes ciro r milhes marina r milhes bolsonaro wifi casa
265,Nunca precisou da Lei Rouanet.  o artista brasileiro mais conhecido em Hollywood. Taí a diferença.,1,nunca precisou lei rouanet artista brasileiro conhecido hollywood ta diferena,nunca precis lei rouanet artista brasileiro conhecido hollywood ta diferena,nunca precisou lei rouanet artista brasileiro conhecido hollywood ta diferena
268,"O Cristianismo vai desaparecer. Vai diminuir e encolher. ... Nós, somos mais populares que Jesus neste momento - Manuela Dvila",1,cristianismo vai desaparecer vai diminuir encolher ns populares jesus neste momento manuela dvila,cristianismo vai desaparec vai diminuir encolh ns popular jesu nest momento manuela dvila,cristianismo vai desaparecer vai diminuir encolher n populares jesus neste momento manuela dvila
271,FUNCIONRIA DO IBOPE E DATA FOLHA DESMASCARA O INSTITUTO E FALA A VERDADE,1,funcionria ibope data folha desmascara instituto fala verdade,funcionria ibop data folha desmascara instituto fala verdad,funcionria ibope data folha desmascara instituto fala verdade
272,"Se votar só em presidente, e votar em branco nos outros, o voto é tido como voto parcial. Logo, seu voto é anulado.",1,votar s presidente votar branco outros voto tido voto parcial logo voto anulado,votar s president votar branco outro voto tido voto parcial logo voto anulado,votar s presidente votar branco outros voto tido voto parcial logo voto anulado
