,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
78,79,Desde o início sabíamos que o Sampaio brigaria pelo G-4.,Já o Sampaio Corrêa segue na briga por uma vaga no G-4.,3.5,0,"['desde', 'início', 'sabíamos', 'sampaio', 'brigario', 'G4']","['sampaio', 'Corrêa', 'segar', 'briga', 'vago', 'G4']"
79,80,Lançamento nos cinemas brasileiros será no dia 21 de abril de 2016.,O filme tem lançamento marcado no Brasil para 21 de abril de 2016.,5.0,2,"['lançamento', 'cinema', 'brasileiro', 'dia', '21', 'abril', '2016']","['filme', 'lançamento', 'marcar', 'Brasil', '21', 'abril', '2016']"
80,81,"A Companhia do Metropolitano do DF fechou todas as 24 estações do metrô, que ficaram sem energia por uma hora.",Todas as 24 estações do Metrô ficaram fechadas e sem energia por uma hora.,4.0,1,"['companhia', 'Metropolitano', 'df', 'fechar', 'todo', '24', 'estação', 'metrô', 'ficar', 'energia', 'hora']","['todo', '24', 'estação', 'metrô', 'ficar', 'fechado', 'energia', 'hora']"
81,82,"O iOS 9 também conta com a nova versão da Siri, assistente de voz da Apple.",Melhorias importantes foram feitas na nova versão do iOS.,3.0,0,"['io', '9', 'conta', 'novo', 'versão', 'siri', 'assistente', 'voz', 'applar']","['melhoria', 'importante', 'fazer', 'novo', 'versão', 'ios']"
82,83,Uma grande exposição das obras de Ai Weiwei abriu portas em Londres.,"Em Londres, Ai Weiwei cruzou-se com outro grande nome das artes plásticas contemporâneas Anish Kapoor.",2.75,0,"['grande', 'exposição', 'obra', 'ai', 'weiwei', 'abrir', 'porta', 'londr']","['londr', 'ai', 'weiwei', 'cruzouser', 'outro', 'grande', 'nome', 'arte', 'plástico', 'contemporâneo', 'anish', 'kapoor']"
83,84,Os dois tiveram uma rápida reunião no Palácio do Planalto para conversar sobre a reforma ministerial.,"O anúncio da reforma ministerial está marcado para as 10h30, no Palácio do Planalto.",2.5,0,"['dois', 'rápido', 'reunião', 'palácio', 'planalto', 'conversar', 'sobre', 'reforma', 'ministerial']","['anúncio', 'reforma', 'ministerial', 'marcar', '10h30', 'palácior', 'planalto']"
84,85,"No segundo trimestre do ano passado, a taxa de desemprego da região estava em 6,9%.","No primeiro trimestres deste ano, a taxa era de 7,9%.",3.0,0,"['segundo', 'trimestre', 'ano', 'passado', 'taxa', 'desemprego', 'regiãor', '69']","['primeiro', 'trimestr', 'de este', 'ano', 'taxa', '79']"
85,86,"Os smartphones iPhone 6s Plus e Samsung Galaxy Note 5 trazem, indiscutivelmente, ótimas câmeras.",O Samsung Galaxy Note 5 tem uma ótima câmera.,4.0,1,"['smartphone', 'iphone', '6s', 'Plus', 'Samsung', 'Galaxy', 'note', '5', 'trazer', 'indiscutivelmente', 'ótim', 'câmera']","['Samsung', 'galaxy', 'note', '5', 'ótima', 'câmerar']"
86,87,"O deputado federal Marcelo Castro, do Piauí, é o mais cotado para o lugar de Chioro no Ministério da Saúde.","O nome mais cotado para assumir a Saúde é do deputado federal Marcelo Castro, do Piauí.",4.0,1,"['deputado', 'federal', 'Marcelo', 'castro', 'piauí', 'cotar', 'lugar', 'chioro', 'Ministério', 'saúder']","['nome', 'cotar', 'assumir', 'saúde', 'deputado', 'federal', 'Marcelo', 'castro', 'piauí']"
87,88,"Em causa estavam dois pontos em relação aos quais o primeiro-ministro grego, Alexis Tsipras, não queria ceder.",O primeiro-ministro grego Alexis Tsipras é o grande ausente do debate.,2.75,0,"['causar', 'dois', 'ponto', 'relação', 'qual', 'primeiroministro', 'grego', 'alexisr', 'tsipra', 'querer', 'ceder']","['primeiroministro', 'grego', 'alexisr', 'tsipra', 'grande', 'ausente', 'debate']"
88,89,O Instagram anunciou nesta terça-feira (22) ter chegado a mais de 400 milhões de usuários ativos mensais.,O Instagram anunciou no dia 22 que chegou à marca de 400 milhões de usuários ativos.,4.25,1,"['instagr', 'anunciar', 'em este', 'terçafeira', '22', 'ter', 'chegar', '400', 'milhão', 'usuário', 'ativo', 'mensal']","['instagr', 'anunciar', 'dia', '22', 'chegar', 'marca', '400', 'milhão', 'usuário', 'ativo']"
89,90,Vale ressaltar que a funcionalidade Replay está disponível apenas para os usuários norte-americanos.,Por enquanto o recurso está disponível apenas para usuários dos EUA.,4.25,1,"['valer', 'ressaltar', 'funcionalidade', 'replay', 'disponível', 'apenas', 'usuário', 'norteamericano']","['enquanto', 'recurso', 'disponível', 'apenas', 'usuário', 'EUA']"
90,91,"Até dezembro de 2014, esse número era de 300 milhões por mês.","Em dezembro, a rede social tinha atingido os 300 milhões.",3.25,0,"['dezembro', '2014', 'número', '300', 'milhão', 'mês']","['dezembro', 'rede', 'social', 'atingir', '300', 'milhão']"
91,92,A polícia está analisando câmeras de segurança do local para identificar mais dois suspeitos.,Imagens de câmeras de segurança da região estão sendo analisadas.,3.75,1,"['polícia', 'analisar', 'câmera', 'segurança', 'local', 'identificar', 'dois', 'suspeito']","['imagem', 'câmera', 'segurança', 'região', 'ser', 'analisar']"
92,93,Uma falha de segurança grave no Android foi encontrada em versões 5.0 ou superiores.,Outras falhas de segurança do Android foram divulgadas recentemente.,3.0,0,"['falha', 'segurança', 'grave', 'android', 'encontrar', 'versão', '50', 'alto']","['outro', 'falha', 'segurança', 'android', 'divulgar', 'recentemente']"
93,94,A presidente pediu apoio para enfrentar a oposição.,"Para a presidenta, os pedidos de impeachment não têm qualquer materialidade.",2.0,0,"['presidente', 'pedir', 'apoio', 'enfrentar', 'oposição']","['presidentar', 'pedido', 'impeachment', 'ter', 'qualquer', 'materialidade']"
94,95,"Por agora, este modelo de pagamento está apenas disponível nos Estados Unidos.","Por enquanto, os replays pagos estão disponíveis apenas para usuários dos Estados Unidos.",3.25,0,"['agora', 'modelo', 'pagamento', 'apenas', 'disponível', 'Estados', 'Unidos']","['enquanto', 'replay', 'pagar', 'disponível', 'apenas', 'usuário', 'Estados', 'Unidos']"
95,96,"Ela alcançou 38 pontos, os mesmos do quarto colocado Flamengo, que entrará em campo no domingo.","Com 38 pontos, o clube ocupa a sexta colocação, três pontos atrás do Flamengo, quarto.",3.25,0,"['alcançar', '38', 'ponto', 'mesmo', 'quarto', 'colocado', 'flamengo', 'entrar', 'campo', 'domingo']","['38', 'ponto', 'clube', 'ocupar', 'sexto', 'colocação', 'três', 'ponto', 'atrás', 'flamengo', 'quarto']"
96,97,"Dentro da arca, havia três envelopes.",Roberto Justus orientou Douglas a abrir o primeiro envelope da arca.,2.5,0,"['dentro', 'arca', 'haver', 'três', 'envelope']","['roberto', 'justus', 'orientar', 'dougla', 'abrir', 'primeiro', 'envelope', 'arca']"
97,98,"""Batalha dos Confeiteiros"" é um formato da Discovery Networks e produzido pela Endemol Shine Brasil.",Participar do Batalha dos Confeiteiros Brasil já é uma vitória.,2.0,0,"['batalha', 'confeiteiro', 'formato', 'discovery', 'networks', 'produzir', 'endemol', 'Shine', 'Brasil']","['participar', 'batalha', 'confeiteiro', 'Brasil', 'vitória']"
98,99,"Gaúcho ficou famoso por aparece em todos os jogos da seleção brasileira, principalmente em Copas do Mundo.",Clóvis acompanhou sete Copas do Mundo e percorreu 66 países levando as bandeiras brasileira e gaúcha.,2.5,0,"['gaúcho', 'ficar', 'famoso', 'aparecer', 'todo', 'jogo', 'seleção', 'brasileiro', 'principalmente', 'copa', 'mundo']","['clóvil', 'acompanhar', 'sete', 'copa', 'mundo', 'percorrer', '66', 'país', 'levar', 'bandeira', 'brasileiro', 'gaúcha']"
99,100,Adam Lambert entrou numa espécie de lugar sagrado: o Queen.,A turnê do Queen com Adam Lambert pelo Brasil está acontecendo em grande estilo.,3.0,0,"['adar', 'lambert', 'entrar', 'espécie', 'lugar', 'sagrado', 'queen']","['turnê', 'queen', 'adar', 'lambert', 'Brasil', 'acontecer', 'grande', 'estilo']"
100,101,"Aos 28, Kleber recebeu pelo lado esquerdo da área e chutou cruzado.","Aos 28, Kléber recebeu e chutou cruzado para boa defesa do goleiro.",4.0,0,"['28', 'kleber', 'receber', 'lado', 'esquerdo', 'área', 'chutar', 'cruzar']","['28', 'kléber', 'receber', 'chutar', 'cruzar', 'bom', 'defesa', 'Goleiro']"
101,102,O Manchester United começou na frente com golaço de Depay no final do primeiro tempo.,"O Manchester United começou a partida melhor, impondo seu ritmo e procurando ataque.",3.25,0,"['manchester', 'united', 'começar', 'frente', 'golaço', 'depay', 'final', 'primeiro', 'tempo']","['manchester', 'united', 'começar', 'partida', 'bom', 'impor', 'ritmo', 'procurar', 'ataque']"
102,103,"Pressionado, o árbitro Sandro Meira Ricci apitou apenas uma falta.","O árbitro Sandro Meira Ricci, sob pressão, assinalou apenas falta.",5.0,2,"['pressionar', 'árbitro', 'sandro', 'meira', 'ricci', 'apitar', 'apenas', 'falta']","['árbitro', 'sandro', 'meira', 'ricci', 'sob', 'pressão', 'assinalar', 'apenas', 'falta']"
103,104,"Na estreia que acontecerá hoje, quarta-feira, a cantora Gaby Amarantos irá ser sua colaboradora.","Convidados especiais, como a cantora Gaby Amarantos, também participam do programa.",3.0,0,"['estreia', 'acontecer', 'hoje', 'quartafeira', 'cantor', 'gaby', 'amaranto', 'ir', 'colaboradora']","['convidado', 'especial', 'cantora', 'gaby', 'amaranto', 'participar', 'programa']"
104,105,"Com mais um gol, o Papo empataria no saldo de gols e levaria vantagem nos gols marcados.","Preocupado com o saldo de gols, o Juventude partiu para cima.",2.25,0,"['gol', 'papo', 'empataria', 'saldo', 'gol', 'levario', 'vantagem', 'gol', 'marcar']","['preocupar', 'saldo', 'gol', 'Juventude', 'partir', 'cima']"
105,106,"Ele, que lutava contra um câncer há nove anos, faleceu no Hospital Santa Casa, na Capital.",O Hospital Santa Casa e familiares confirmaram o falecimento logo pela manhã.,3.75,0,"['lutar', 'contra', 'câncer', 'nove', 'ano', 'falecer', 'hospital', 'santa', 'casa', 'capital']","['Hospital', 'santar', 'casa', 'familiar', 'confirmar', 'falecimento', 'logo', 'manhã']"
106,107,Todo jogador do Fluminense tem o direito de jogar uma partida mal sem perder a posição.,O treinador do Fluminense aproveitou para elogiar os jogadores.,2.25,0,"['todo', 'jogador', 'fluminense', 'direito', 'jogar', 'partida', 'mal', 'perder', 'posição']","['treinador', 'fluminense', 'aproveitar', 'elogiar', 'jogador']"
107,108,Apenas 5% mencionaram ficar desconectados a maior parte do tempo.,Somente 5% responderam que permanecem desconectados a maior parte do tempo.,5.0,2,"['apenas', '5', 'mencionar', 'ficar', 'desconectar', 'grande', 'parte', 'tempo']","['somente', '5', 'responder', 'permanecer', 'desconectar', 'grande', 'parte', 'tempo']"
108,109,"Em sua delação premiada, Pessoa relatou uma reunião com Mercadante na qual foram acertadas doações políticas.","De acordo com a assessoria do STF, Mercadante não pediu acesso ao processo e à delação de Pessoa.",2.5,0,"['delação', 'premiar', 'pessoa', 'relatar', 'reunião', 'mercadante', 'acertar', 'doação', 'político']","['acordo', 'assessoriar', 'stf', 'mercadante', 'pedir', 'acesso', 'processo', 'delaçãor', 'pessoo']"
109,110,“Capitão América: Guerra Civil” chega aos cinemas em 5 de maio de 2016.,‘Capitão América: Guerra Civil’ chegará ao Brasil em 28 de abril de 2016.,3.5,0,"['capitão', 'américo', 'guerra', 'civil', 'chegar', 'cinema', '5', 'maio', '2016']","['capitão', 'américo', 'guerra', 'civil', 'chegar', 'Brasil', '28', 'abril', '2016']"
110,111,O alvinegro não conseguia criar boas jogadas e o Oeste se aproveitava dos espaços deixados.,O alvinegro teve dificuldades em conseguir boas jogadas.,4.0,1,"['alvinegro', 'conseguir', 'criar', 'bom', 'jogada', 'oeste', 'aproveitar', 'espaço', 'deixar']","['alvinegro', 'dificuldade', 'conseguir', 'bom', 'jogada']"
111,112,Senadores da oposição e até da base criticaram duramente a inclusão dos jabutis.,Senadores de oposição e da base aliada defenderam o fim do fator.,2.75,0,"['senador', 'oposição', 'base', 'criticar', 'duramente', 'inclusão', 'jabutis']","['senador', 'oposição', 'base', 'aliar', 'defender', 'fim', 'fator']"
112,113,"O Atlético-MG, segundo colocado com 53, enfrenta o Coritiba sábado, às 18h30, no Couto Pereira.",O líder Corinthians enfrenta a Ponte Preta e o Atlético-MG visita o Coritiba.,2.75,0,"['atléticomg', 'segundo', 'colocado', '53', 'enfrentar', 'coritiba', 'sábado', '18h30', 'Couto', 'pereirar']","['líder', 'corinthians', 'enfrentar', 'ponte', 'preto', 'atléticomg', 'visita', 'coritiba']"
113,114,"As datas foram anunciadas pelo ministro da Educação, Renato Janine Ribeiro, em coletiva de imprensa.","Ministro da Educação, Janine Ribeiro, confirmou as datas do concurso para outubro.",4.0,0,"['data', 'anunciar', 'ministro', 'Educação', 'Renato', 'Janine', 'Ribeiro', 'coletivo', 'imprensa']","['ministro', 'educação', 'Janine', 'ribeiro', 'confirmar', 'data', 'concurso', 'outubro']"
114,115,A maior parte dos faltosos é estudante isento da taxa de inscrição.,A regra vale até para quem é isento de pagamento da taxa de inscrição.,2.25,0,"['grande', 'parte', 'faltoso', 'Estudante', 'isento', 'taxar', 'inscrição']","['regrar', 'valer', 'isento', 'pagamento', 'taxa', 'inscrição']"
115,116,"Votaram contra a proposta 267 deputados, e 210 votara a favor.","A emenda teve 99 votos a favor, 369 contra e apenas duas abstenções.",2.75,0,"['votar', 'contra', 'proposta', '267', 'deputado', '210', 'votara', 'favor']","['emendar', '99', 'voto', 'favor', '369', 'contra', 'apenas', 'dois', 'abstenção']"
116,117,"Se ganharmos do Boa, vamos somar três pontos importantes e amenizar o tropeço contra o Oeste.",A importância de somar os três pontos nessa partida aumentou consideravelmente depois do tropeço contra o Oeste.,3.5,0,"['ganharr', 'boa', 'ir', 'somar', 'três', 'ponto', 'importante', 'amenizar', 'tropeço', 'contra', 'oeste']","['importância', 'somar', 'três', 'ponto', 'em esse', 'partida', 'aumentar', 'consideravelmente', 'tropeço', 'contra', 'oeste']"
117,118,"Os bancos da Grécia devem reabrir nesta segunda-feira, após três semanas de fechamento forçado.","Os bancos devem reabrir na próxima segunda-feira, depois de quase três semanas fechados.",4.5,1,"['banco', 'gréciar', 'dever', 'reabrir', 'em este', 'segundafeira', 'após', 'três', 'semana', 'fechamento', 'forçar']","['banco', 'dever', 'reabrir', 'próximo', 'segundafeira', 'quase', 'três', 'semana', 'fechar']"
118,119,Ele e mais 14 pessoas vão responder na Justiça por crimes como corrupção e lavagem de dinheiro.,A dupla vai responder pelos crimes de lavagem de dinheiro e organização criminosa.,2.25,0,"['14', 'pessoa', 'ir', 'responder', 'justiça', 'crime', 'corrupção', 'lavagir', 'dinheiro']","['dupla', 'ir', 'responder', 'crime', 'lavagir', 'dinheiro', 'organização', 'criminoso']"
119,120,"Fechados há três semanas, os bancos gregos reabriram na manhã desta segunda-feira.",Os bancos gregos reabriram as portas três semanas depois de terem fechado.,4.0,0,"['fechar', 'três', 'semana', 'banco', 'grego', 'reabrirar', 'manhã', 'de este', 'segundafeira']","['banco', 'grego', 'reabrir', 'porta', 'três', 'semana', 'ter', 'fechar']"
120,121,"O segundo município com maior registro de desmatamento no período é Baianópolis, com 1.522 ha.","O Piauí foi o Estado campeão de desmatamento no período, com 5.626 ha.",3.25,0,"['segundo', 'município', 'grande', 'registro', 'desmatamento', 'período', 'baianópolis', '1522', 'ha']","['piauí', 'estar', 'campeão', 'desmatamento', 'período', '5626', 'ha']"
121,122,"Este era um nacionalista e, como tal, aceitou mal a derrota na Primeira Guerra Mundial.","Na Segunda Guerra Mundial, Oskar Gröning era conhecido como o contador de Auschwitz.",2.5,0,"['nacionalista', 'tal', 'aceitar', 'mal', 'derrota', 'primeiro', 'guerra', 'mundial']","['segundo', 'guerra', 'mundial', 'oskar', 'gröning', 'conhecer', 'contador', 'auschwitz']"
122,123,A nota de crédito da empresa foi rebaixada nesta quinta-feira (10) pela Standard & Poors.,A agência ainda não divulgou nota explicando as razões do rebaixamento.,2.75,0,"['nota', 'crédito', 'empresa', 'rebaixar', 'em este', 'quintafeira', '10', 'standard', 'Poors']","['agência', 'ainda', 'divulgar', 'nota', 'explicar', 'razão', 'rebaixamento']"
123,124,O objetivo é verificar se existe propaganda enganosa e falta de informação.,O objetivo é saber se há propaganda enganosa ou informações incompletas ao consumidor.,4.75,2,"['objetivo', 'verificar', 'existir', 'propaganda', 'enganoso', 'falta', 'informação']","['objetivo', 'saber', 'propaganda', 'enganoso', 'informação', 'incompleto', 'Consumidor']"
124,125,A Record está mesmo animada com o sucesso da novela Os Dez Mandamentos.,"As pragas continuam assolando o Egito em ""Os Dez Mandamentos"".",2.25,0,"['record', 'animar', 'sucesso', 'novela', 'dez', 'mandamento']","['praga', 'continuar', 'assolar', 'egito', 'dez', 'mandamento']"
125,126,Edemar Cid Ferreira e os outros condenados estavam recorrendo em liberdade.,"Edemar Cid Ferreira era o controlador do Banco Santos, liquidado em 2004.",2.5,0,"['edemar', 'cid', 'ferreira', 'outro', 'condenado', 'recorrer', 'liberdade']","['edemar', 'cid', 'Ferreira', 'controlador', 'banco', 'santo', 'liquidar', '2004']"
