Unnamed: 0,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
95,O Antagonista,['Weintraub'],idel rechac compar weintraub,Ideli rejects comparison with Weintraub,0.3000000119209289,-0.4000000059604645,0.3000000119209289,0.4000000059604645,False,2020-06-18 23:32:55.972000+00:00,2020-06-19 09:04:24.232000+00:00,34288260.0
96,UOL,['Bolsonaro'],impeachment bolsonar freix fal unific esquerd,"By impeachment bolsonaro, Freixo speaks of unifying left",0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-04-28 01:31:09.651000+00:00,2020-04-28 09:30:57.741000+00:00,28788090.0
97,O Antagonista,['Bolsonaro'],bolsonar receb seman pass tuiteir investig,Bolsonaro received last week tweeted investigated,0.2000000029802322,-0.3000000119209289,0.2000000029802322,0.3000000119209289,False,2020-05-27 22:02:39.904000+00:00,2020-05-28 00:02:51.536000+00:00,7211632.0
98,UOL,['Bolsonaro'],agend bolsonar vai mg másc caus aglomer,"Off the agenda, Bolsonaro goes to MG without mask and causes agglomeration",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,True,2020-06-27 18:05:17.862000+00:00,,
99,R7,['Weintraub'],weintraub anunc adiament inscriçõ sisu,"Weintraub announces postponement of registrations for Sisu""",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-16 17:05:04.582000+00:00,2020-06-17 02:02:25.537000+00:00,32240955.0
100,UOL,['Salles'],mourã tir sall fund amazôn imag negat obstácul,Mourão takes Salles from the Amazon Fund; negative image is obstacle,-0.3000000119209289,-0.4000000059604645,0.3000000119209289,0.4000000059604645,False,2020-05-28 20:32:13.202000+00:00,2020-05-28 21:32:25.459000+00:00,3612257.0
101,Folha de SP,['Bolsonaro'],pov vai pir ide bolsonar diz catador recicl,"'The people will freak out if it's on bolsonaro's idea,' says recyclable picker",0.0,-0.5,0.0,0.5,False,2020-05-23 08:31:18.649000+00:00,2020-05-23 11:02:42.596000+00:00,9083947.0
102,O Antagonista,"['Bolsonaro', 'Moro']",mor volt diz bolsonar abandon agend anticorrupçã,Moro again says bolsonaro abandoned anti-corruption agenda,0.0,-0.5,0.0,0.5,False,2020-06-23 22:04:32.960000+00:00,2020-06-24 00:32:13.769000+00:00,8860809.0
103,O Antagonista,['Covas'],dor cov desentend sobr estratég combat covid19 diz jornal,"Doria and Covas fall out over strategy to fight Covid-19, newspaper says",0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-25 17:02:12.668000+00:00,2020-05-25 19:32:09.524000+00:00,8996856.0
104,Folha de SP,['Bolsonaro'],silvi sant ped jornal sbt abord reuniã bolsonar,Silvio Santos asks the Newspaper of SBT not to address bolsonaro meeting,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-24 00:31:17.808000+00:00,2020-05-24 02:01:52.758000+00:00,5434950.0
105,UOL,"['Bolsonaro', 'Moro']",bolsonar cai mor sob popular red após prisã queiroz,Bolsonaro falls and Moro rises in popularity in the networks after queiroz arrest,-0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-06-23 09:03:50.795000+00:00,2020-06-23 17:02:59.343000+00:00,28748548.0
106,G1,['Bolsonaro'],bolsonar afirm engol decisã ministr stf ontem diss respeit,Bolsonaro states that 'did not swallow' decision of minister of the Supreme Court; yesterday said he respected her,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-04-30 15:02:19.114000+00:00,2020-04-30 16:02:46.603000+00:00,3627489.0
107,O Antagonista,['Moro'],freir “ mor cirúrg ”,"Freire: ""Moro was surgical""",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-12 21:04:06.341000+00:00,2020-05-12 21:32:12.934000+00:00,1686593.0
108,UOL,['Bolsonaro'],fux envi notíciacrim contr bolsonar pgr suspeit superfatur,Fux sends crime news against Bolsonaro to PGR on suspicion of overbilling,0.0,-0.5,0.0,0.5,False,2020-04-30 05:03:11.754000+00:00,2020-04-30 16:31:22.645000+00:00,41290891.0
109,UOL,['Bolsonaro'],fic indign ver bolsonar apanh diz robert jefferson,"'I am outraged to see Bolsonaro getting beaten,' says Roberto Jefferson",0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-04-28 00:03:53.032000+00:00,2020-04-28 09:30:58.332000+00:00,34025300.0
110,O Antagonista,['Weintraub'],weintraub comp oper stf contr bolsonar nazism,Weintraub compares Operation of the Supreme Court against bolsonaristas to Nazism,0.0,0.0,0.0,0.0,False,2020-05-27 20:31:31.425000+00:00,2020-05-27 22:31:10.295000+00:00,7178870.0
111,G1,['Bolsonaro'],vald cruz ali bolsonar jog contr própri govern,"VALDO CRUZ: For ally, Bolsonaro plays against his own government",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-01 21:31:26.347000+00:00,2020-06-01 22:04:54.545000+00:00,2008198.0
112,G1,['Moro'],interferent polít mor desvi final lei trech decisã suspend nomeaçã ramag,"'Political interference', Moro, deviation of purpose; read excerpts from the decision that suspended the appointment of Ramagem",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-04-29 17:02:31.358000+00:00,2020-04-29 17:30:46.375000+00:00,1695017.0
113,UOL,['Bolsonaro'],cels mell rejeit ped oposiçã apreend celul bolsonar,Celso de Mello rejects opposition request to seize Bolsonaro's cell phone,-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-06-02 12:32:20.753000+00:00,2020-06-02 18:02:31.856000+00:00,19811103.0
114,UOL,['Bolsonaro'],uol entrev articul nov part bolsonar nest terc,UOL articulator interview of the new party bolsonaro on Tuesday,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-06-22 23:31:58.789000+00:00,2020-06-23 09:03:51.698000+00:00,34312909.0
115,UOL,"['Bolsonaro', 'Moro']",polit analis mor bolsonar trem hor fal,Polito analyzes: Moro and Bolsonaro trembled at the time of speaking?,0.0,0.0,0.0,0.0,False,2020-05-05 12:31:10.966000+00:00,2020-05-05 17:02:40.892000+00:00,16289926.0
116,UOL,['Bolsonaro'],pm acion caval isol atos pró contr bolsonar brasíl,PM triggers cavalry to isolate acts pro and against Bolsonaro in Brasilia,0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-06-21 16:31:43.004000+00:00,2020-06-21 20:33:18.732000+00:00,14495728.0
117,Folha de SP,['Bolsonaro'],bolsonar insist govern mant auxíli emergencial r 600,Bolsonaro insists that government has no way to maintain emergency aid in R $ 600,-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-06-22 18:32:22.379000+00:00,2020-06-22 22:03:25.547000+00:00,12663168.0
118,UOL,['Bolsonaro'],stf exim govern bolsonar açõ contr covid diz fux,"STF did not exempt bolsonaro government from actions against covid, says Fux",-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-22 17:31:32.509000+00:00,2020-06-22 19:31:37.996000+00:00,7205487.0
119,O Antagonista,['Moro'],“ dia hoj pior dia saíd mor ”,"""Today is worse than the day of Moro's departure""",-0.6000000238418579,-0.800000011920929,0.6000000238418579,0.800000011920929,False,2020-06-18 18:03:06.811000+00:00,2020-06-18 19:32:14.003000+00:00,5347192.0
120,UOL,['Bolsonaro'],bolsonar volt cham manifest antigovern maconheir terror,Bolsonaro again calls anti-government protesters 'potheads' and 'terrorists',-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-05 14:32:33.628000+00:00,2020-06-05 16:31:32.133000+00:00,7138505.0
121,UOL,['Covas'],decret cov prorrog quarenten capital paulist 15 junh,Decree of Covas extends quarantine in the capital of São Paulo until June 15,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-30 21:04:53.943000+00:00,2020-05-30 21:31:27.334000+00:00,1593391.0
122,Folha de SP,['Bolsonaro'],bolsonar convid nis yamaguch assum saúd diz irmã,"Bolsonaro did not invite Nise Yamaguchi to take over Health, says sister",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-16 16:02:40.818000+00:00,2020-05-16 16:32:07.452000+00:00,1766634.0
123,G1,['Weintraub'],govern alter dat exoner weintraub ministéri educ,Government changes date of exoneration of Weintraub from the Ministry of Education,-0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-23 14:32:36.166000+00:00,2020-06-23 16:03:39.739000+00:00,5463573.0
124,G1,"['Bolsonaro', 'Moro']",mor dá unfollow bolsonar red social president aind seg exministr,Moro gives 'unfollow' in Bolsonaro on social network; president still follows his former minister,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-04-27 15:03:11.608000+00:00,2020-04-27 17:31:09.468000+00:00,8877860.0
125,UOL,['Bolsonaro'],trump promet rev restriçã brasil diz quer critic bolsonar,Trump promises to review restriction on Brazil and says he does not want to criticize Bolsonaro,-0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-05-30 01:03:38.131000+00:00,2020-05-30 09:04:42.538000+00:00,28864407.0
126,UOL,['Bolsonaro'],nov mensagens desment bolsonar sobr saíd valeix diz deleg,"New messages belie Bolsonaro on Valeixo's departure, say delegates",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-25 13:01:25.079000+00:00,2020-05-25 17:32:06.291000+00:00,16241212.0
127,G1,['Bolsonaro'],bolsonar reclam pf servic inteligent reuniã vou interfer,Bolsonaro complained about the PF and intelligence services in meeting: 'I will interfere',0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-15 00:32:07.525000+00:00,2020-05-15 13:02:28.260000+00:00,45020735.0
128,Folha de SP,['Bolsonaro'],além restriçã trump viajant brasil turism lament vet bolsonar,"In addition to Trump's restriction on brazil's traveler, tourism regrets Bolsonaro's veto",-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-05-26 07:33:33.042000+00:00,2020-05-26 08:03:38.771000+00:00,1805729.0
129,G1,['Bolsonaro'],nº 2 pf diz agor procur amig famíl bolsonar,Nº 2 PF says now that was sought by family friend Bolsonaro,0.4000000059604645,-0.2000000029802322,0.4000000059604645,0.2000000029802322,False,2020-05-19 23:01:14.677000+00:00,2020-05-20 12:02:30.941000+00:00,46876264.0
130,UOL,"['Bolsonaro', 'Moro']",pf mir celul zambell apur acus mor contr bolsonar,PF aims Zambelli's cell phone to investigate moro's accusations against Bolsonaro,0.0,0.1000000014901161,0.0,0.1000000014901161,False,2020-05-03 22:30:53.987000+00:00,2020-05-04 02:02:17.770000+00:00,12683783.0
131,R7,"['Lorenzoni', 'Onyx']",ministr onyx lorenzon coment açõ combat covid19,Minister Onyx Lorenzoni comments on actions to combat covid-19,0.0,0.0,0.0,0.0,False,2020-06-27 02:05:48.477000+00:00,2020-06-27 10:32:15.097000+00:00,30386620.0
132,G1,['Guedes'],octavi gued fal ‘ mudanc tom relaçã queiroz últim seman ’,Octavio Guedes talks about 'changing tones towards Queiroz in recent weeks',0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-06-18 12:32:24.120000+00:00,2020-06-18 14:03:18.352000+00:00,5454232.0
133,O Antagonista,['Moro'],comissã étic president proíb mor advog 6 mes,Ethics Committee of the Presidency prohibits Moro from lawyering for 6 months,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-02 20:05:11.624000+00:00,2020-06-02 22:03:04.645000+00:00,7073021.0
134,Folha de SP,['Bolsonaro'],entend limit bolsonar possív ameac democrac,Understand the limits of Bolsonaro and possible threats to democracy,0.6000000238418579,-0.2000000029802322,0.6000000238418579,0.2000000029802322,False,2020-06-17 12:32:19.262000+00:00,2020-06-17 13:02:36.239000+00:00,1816977.0
135,G1,['Bolsonaro'],daí lament diz bolsonar sobr vítim coronavírus,"'So what? I'm sorry,' bolsonaro says about coronavirus victims",-0.2000000029802322,0.0,0.6000000238418579,0.2000000029802322,False,2020-04-29 05:31:32.674000+00:00,2020-04-29 13:30:54.879000+00:00,28762205.0
136,UOL,['André Mendonça'],andré mendonc des milit sc efetiv pm df segur públic,André Mendonça gives up military SC and will effect PM df in Public Security,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-24 02:31:17.050000+00:00,2020-06-24 09:01:59.759000+00:00,23442709.0
137,Folha de SP,['Lula'],fal lul contr manifest contr apoiador,Lula's speech against manifestos contradicts supporters,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-03 16:02:15.029000+00:00,2020-06-03 19:03:31.516000+00:00,10876487.0
138,G1,['Weintraub'],investig insult ministr stf weintraub anunc demissã,"Investigated for insulting Ministers of the Supreme Court, Weintraub announces resignation",-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-06-18 20:31:51.813000+00:00,2020-06-19 10:32:04.229000+00:00,50412416.0
139,UOL,['Bolsonaro'],jos souz cas políc federal bolsonar produz prov contr si,"Josias de Souza: In the case of the Federal Police, Bolsonaro produces evidence against you",0.1000000014901161,0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-04-29 23:01:15.851000+00:00,2020-04-30 10:02:33.757000+00:00,39677906.0
140,UOL,['Azevedo'],reinald azeved omissã diant flagrant contr segur nacional,Reinaldo Azevedo: Omission before blatant against national security,-0.3000000119209289,-0.5,0.3000000119209289,0.5,False,2020-06-15 12:01:50.950000+00:00,2020-06-15 22:31:21.757000+00:00,37770807.0
141,O Antagonista,"['Bolsonaro', 'Moro']",mor critic “ cham autoritári ” bolsonar “ dev discut questõ 2020 ”,"Moro criticizes Bolsonaro's ""authoritarian calls"": ""We should be discussing 2020 issues""",-0.3000000119209289,-0.5,0.3000000119209289,0.5,False,2020-06-04 17:03:23.459000+00:00,2020-06-04 19:05:21.414000+00:00,7317955.0
142,UOL,['Bolsonaro'],relator neg ter adi oper benefic bolsonar eleiçã presidencial,Rapporteur denies having postponed operation to benefit Bolsonaro in the presidential election,-0.3000000119209289,-0.699999988079071,0.3000000119209289,0.699999988079071,False,2020-05-18 11:31:39.903000+00:00,2020-05-18 19:32:20.004000+00:00,28840101.0
143,Folha de SP,['Boulos'],ato virtual reún fhc sarney tem haddad boul comp diret,"Virtual act brings together FHC, Sarney, Temer, Haddad and Boulos and compares with Diretas Já",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-24 01:03:40.296000+00:00,2020-06-24 15:32:16.559000+00:00,52116263.0
144,UOL,['Bolsonaro'],auxíli emergencial pod impact popular bolsonar,How emergency aid can impact Bolsonaro's popularity,0.3000000119209289,-0.1000000014901161,0.3000000119209289,0.1000000014901161,False,2020-05-11 20:01:50.381000+00:00,2020-05-11 21:31:16.326000+00:00,5365945.0
145,Folha de SP,['Guedes'],gued afirm auxíli evit quebraquebr,Guedes says aid avoided 'break-breaking',0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-06-13 07:04:54.720000+00:00,2020-06-13 12:04:47.092000+00:00,17992372.0
146,O Antagonista,['Bolsonaro'],bolsonar sobr witzel ‘ quer cabec tod cust ’,Bolsonaro on Witzel: 'wanted my head at all costs',0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-23 01:03:19.154000+00:00,2020-05-23 11:02:43.172000+00:00,35964018.0
147,O Antagonista,['Bolsonaro'],mpf abre inquérit sobr direcion verb publicitár bolsonar,MPF opens inquiry on targeting advertising funds bolsonaro,0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-26 21:02:53.574000+00:00,2020-05-26 23:01:18.309000+00:00,7104735.0
148,UOL,['Bolsonaro'],mort bolsonar respond ficçã científ,Deaths: Bolsonaro responds with science fiction,0.0,0.0,0.0,0.0,False,2020-05-21 11:31:58.112000+00:00,2020-05-21 19:31:57.980000+00:00,28799868.0
149,UOL,['Bolsonaro'],bolsonar faz churrasc mund lua,Bolsonaro barbecues in the world of the moon,0.699999988079071,0.4000000059604645,0.699999988079071,0.4000000059604645,False,2020-05-08 13:01:34.629000+00:00,2020-05-08 18:02:52.488000+00:00,18077859.0
150,O Antagonista,['Mandetta'],comissã impõ quarenten remuner mandett pod atu setor priv seis mes,"Commission imposes paid quarantine on Mandetta, which cannot act in the private sector for six months",-0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-26 20:03:53.098000+00:00,2020-05-26 21:31:39.787000+00:00,5266689.0
151,G1,"['Bolsonaro', 'Moro']",defes mor diz reportag mostr bolsonar ref pf gsi,"Moro defense says report shows bolsonaro was referring to PF, not GSI",-0.5,-0.699999988079071,0.5,0.699999988079071,False,2020-05-17 14:01:58.658000+00:00,2020-05-17 15:02:01.452000+00:00,3602794.0
152,UOL,['Bolsonaro'],sakamot foc si bolsonar trat tragéd algo natural,"Sakamoto: Focused on himself, Bolsonaro treats tragedy as something natural",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-03 00:03:53.557000+00:00,2020-06-03 02:31:19.979000+00:00,8846422.0
153,Folha de SP,['Bolsonaro'],55 mil mort bolsonar faz homenag diz excess preocup covid19,"With 55,000 dead, Bolsonaro pays tribute and says there was too much concern for Covid-19",0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-26 10:04:27.962000+00:00,2020-06-26 10:31:42.434000+00:00,1634472.0
154,UOL,['Bolsonaro'],bolsonar pôs gener combat pandem brasil perd batalh,"Bolsonaro put generals to fight pandemic, and Brazil is losing battle",-0.3000000119209289,-0.699999988079071,0.3000000119209289,0.699999988079071,False,2020-05-27 01:03:24.154000+00:00,2020-05-27 09:02:40.231000+00:00,28756077.0
155,UOL,['Bolsonaro'],bolsonar diss pod interfer ministéri afirm ram depoiment,"Bolsonaro said he could 'interfere' in ministries, ramos says in testimony",0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-05-13 12:31:47.402000+00:00,2020-05-13 15:02:00.665000+00:00,9013263.0
