,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
88,UOL,['Weintraub'],Deputados convocarão Mendonça para depor sobre habeas corpus a Weintraub,Deputies will summon Mendonça to testify on habeas corpus to Weintraub,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-28 19:32:17.485000+00:00,2020-05-28 22:02:50.534000+00:00,9033049.0
89,UOL,['Bolsonaro'],"'Vão cair do cavalo', diz Bolsonaro sobre vídeo da reunião ministerial","'They will fall off the horse', bolsonaro says on video of ministerial meeting",0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-05-13 15:01:59.167000+00:00,2020-05-13 16:04:07.571000+00:00,3728404.0
90,O Antagonista,['Bolsonaro'],Manaus também vai ignorar decreto de Bolsonaro: “Ele não deve estar falando sério”,"Manaus will also ignore Bolsonaro's decree: ""He should not be serious""",-0.30000001192092896,-0.8999999761581421,0.30000001192092896,0.8999999761581421,False,2020-05-12 21:04:08.863000+00:00,2020-05-12 22:01:43.452000+00:00,3454589.0
91,Folha de SP,['Moro'],Advogados querem barrar inscrição de Moro na OAB,Lawyers want to bar Moro's registration in OAB,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-07 14:03:05.825000+00:00,2020-06-07 19:32:08.572000+00:00,19742747.0
92,O Antagonista,['Bolsonaro'],Coitado do Bolsonaro,Poor Bolsonaro,0.30000001192092896,-0.800000011920929,0.30000001192092896,0.800000011920929,False,2020-05-12 20:01:45.663000+00:00,2020-05-12 20:31:26.997000+00:00,1781334.0
93,UOL,['Moro'],Ortellado: Moro fora pode mudar bolsonarismo,Ortellado: I live outside can change bolsonarismo,0.10000000149011612,0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-04-26 12:31:46.285000+00:00,2020-04-26 15:30:54.669000+00:00,10748384.0
94,R7,['Weintraub'],Prisão de Queiroz e saída de Weintraub marcam a semana,Queiroz prison and Weintraub exit mark the week,0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-20 07:02:26.423000+00:00,2020-06-20 18:04:36.908000+00:00,39730485.0
95,O Antagonista,['Weintraub'],Ideli rechaça comparação com Weintraub,Ideli rejects comparison with Weintraub,0.30000001192092896,-0.4000000059604645,0.30000001192092896,0.4000000059604645,False,2020-06-18 23:32:55.972000+00:00,2020-06-19 09:04:24.232000+00:00,34288260.0
96,UOL,['Bolsonaro'],"Por impeachment de Bolsonaro, Freixo fala em unificar esquerda","By impeachment bolsonaro, Freixo speaks of unifying left",0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-04-28 01:31:09.651000+00:00,2020-04-28 09:30:57.741000+00:00,28788090.0
97,O Antagonista,['Bolsonaro'],Bolsonaro recebeu na semana passada tuiteira investigada,Bolsonaro received last week tweeted investigated,0.20000000298023224,-0.30000001192092896,0.20000000298023224,0.30000001192092896,False,2020-05-27 22:02:39.904000+00:00,2020-05-28 00:02:51.536000+00:00,7211632.0
98,UOL,['Bolsonaro'],"Fora da agenda, Bolsonaro vai a MG sem máscara e causa aglomeração","Off the agenda, Bolsonaro goes to MG without mask and causes agglomeration",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,True,2020-06-27 18:05:17.862000+00:00,,
99,R7,['Weintraub'],"Weintraub anuncia adiamento de inscrições para o Sisu""","Weintraub announces postponement of registrations for Sisu""",0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-16 17:05:04.582000+00:00,2020-06-17 02:02:25.537000+00:00,32240955.0
100,UOL,['Salles'],Mourão tira Salles do Fundo Amazônia; imagem negativa é obstáculo,Mourão takes Salles from the Amazon Fund; negative image is obstacle,-0.30000001192092896,-0.4000000059604645,0.30000001192092896,0.4000000059604645,False,2020-05-28 20:32:13.202000+00:00,2020-05-28 21:32:25.459000+00:00,3612257.0
101,Folha de SP,['Bolsonaro'],"'O povo vai pirar se for na ideia do Bolsonaro', diz catador de recicláveis","'The people will freak out if it's on bolsonaro's idea,' says recyclable picker",0.0,-0.5,0.0,0.5,False,2020-05-23 08:31:18.649000+00:00,2020-05-23 11:02:42.596000+00:00,9083947.0
102,O Antagonista,"['Bolsonaro', 'Moro']",Moro volta a dizer que Bolsonaro abandonou agenda anticorrupção,Moro again says bolsonaro abandoned anti-corruption agenda,0.0,-0.5,0.0,0.5,False,2020-06-23 22:04:32.960000+00:00,2020-06-24 00:32:13.769000+00:00,8860809.0
103,O Antagonista,['Covas'],"Doria e Covas se desentendem sobre estratégia para combater Covid-19, diz jornal","Doria and Covas fall out over strategy to fight Covid-19, newspaper says",0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-05-25 17:02:12.668000+00:00,2020-05-25 19:32:09.524000+00:00,8996856.0
104,Folha de SP,['Bolsonaro'],Silvio Santos pede a jornal do SBT que não aborde reunião de Bolsonaro,Silvio Santos asks the Newspaper of SBT not to address bolsonaro meeting,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-24 00:31:17.808000+00:00,2020-05-24 02:01:52.758000+00:00,5434950.0
105,UOL,"['Bolsonaro', 'Moro']",Bolsonaro cai e Moro sobe em popularidade nas redes após prisão de Queiroz,Bolsonaro falls and Moro rises in popularity in the networks after queiroz arrest,-0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-06-23 09:03:50.795000+00:00,2020-06-23 17:02:59.343000+00:00,28748548.0
106,G1,['Bolsonaro'],"Bolsonaro afirma que 'não engoliu' decisão de ministro do STF; ontem, disse que a respeitava",Bolsonaro states that 'did not swallow' decision of minister of the Supreme Court; yesterday said he respected her,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-04-30 15:02:19.114000+00:00,2020-04-30 16:02:46.603000+00:00,3627489.0
107,O Antagonista,['Moro'],Freire: “Moro foi cirúrgico”,"Freire: ""Moro was surgical""",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-12 21:04:06.341000+00:00,2020-05-12 21:32:12.934000+00:00,1686593.0
108,UOL,['Bolsonaro'],Fux envia notícia-crime contra Bolsonaro à PGR por suspeita de superfaturamento,Fux sends crime news against Bolsonaro to PGR on suspicion of overbilling,0.0,-0.5,0.0,0.5,False,2020-04-30 05:03:11.754000+00:00,2020-04-30 16:31:22.645000+00:00,41290891.0
109,UOL,['Bolsonaro'],"'Fico indignado ao  ver o Bolsonaro apanhando', diz Roberto Jefferson","'I am outraged to see Bolsonaro getting beaten,' says Roberto Jefferson",0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-04-28 00:03:53.032000+00:00,2020-04-28 09:30:58.332000+00:00,34025300.0
110,O Antagonista,['Weintraub'],Weintraub compara operação do STF contra bolsonaristas ao nazismo,Weintraub compares Operation of the Supreme Court against bolsonaristas to Nazism,0.0,0.0,0.0,0.0,False,2020-05-27 20:31:31.425000+00:00,2020-05-27 22:31:10.295000+00:00,7178870.0
111,G1,['Bolsonaro'],"VALDO CRUZ: Para aliado, Bolsonaro joga contra seu próprio governo","VALDO CRUZ: For ally, Bolsonaro plays against his own government",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-01 21:31:26.347000+00:00,2020-06-01 22:04:54.545000+00:00,2008198.0
112,G1,['Moro'],"'Interferência política', Moro, desvio de finalidade; leia trechos da decisão que suspendeu a nomeação de Ramagem","'Political interference', Moro, deviation of purpose; read excerpts from the decision that suspended the appointment of Ramagem",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-04-29 17:02:31.358000+00:00,2020-04-29 17:30:46.375000+00:00,1695017.0
113,UOL,['Bolsonaro'],Celso de Mello rejeita pedido da oposição para apreender celular de Bolsonaro,Celso de Mello rejects opposition request to seize Bolsonaro's cell phone,-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-06-02 12:32:20.753000+00:00,2020-06-02 18:02:31.856000+00:00,19811103.0
114,UOL,['Bolsonaro'],UOL entrevista articulador do novo partido de Bolsonaro nesta terça,UOL articulator interview of the new party bolsonaro on Tuesday,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-06-22 23:31:58.789000+00:00,2020-06-23 09:03:51.698000+00:00,34312909.0
115,UOL,"['Bolsonaro', 'Moro']",Polito analisa: Moro e Bolsonaro tremeram  na hora de falar?,Polito analyzes: Moro and Bolsonaro trembled at the time of speaking?,0.0,0.0,0.0,0.0,False,2020-05-05 12:31:10.966000+00:00,2020-05-05 17:02:40.892000+00:00,16289926.0
116,UOL,['Bolsonaro'],PM aciona cavalaria para isolar atos pró e contra Bolsonaro em Brasília,PM triggers cavalry to isolate acts pro and against Bolsonaro in Brasilia,0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-06-21 16:31:43.004000+00:00,2020-06-21 20:33:18.732000+00:00,14495728.0
117,Folha de SP,['Bolsonaro'],Bolsonaro insiste que governo não tem como manter auxílio emergencial em R$ 600,Bolsonaro insists that government has no way to maintain emergency aid in R $ 600,-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-06-22 18:32:22.379000+00:00,2020-06-22 22:03:25.547000+00:00,12663168.0
118,UOL,['Bolsonaro'],"STF não eximiu governo Bolsonaro de ações contra a covid, diz Fux","STF did not exempt bolsonaro government from actions against covid, says Fux",-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-22 17:31:32.509000+00:00,2020-06-22 19:31:37.996000+00:00,7205487.0
119,O Antagonista,['Moro'],“O dia de hoje é pior que o dia da saída de Moro”,"""Today is worse than the day of Moro's departure""",-0.6000000238418579,-0.800000011920929,0.6000000238418579,0.800000011920929,False,2020-06-18 18:03:06.811000+00:00,2020-06-18 19:32:14.003000+00:00,5347192.0
120,UOL,['Bolsonaro'],Bolsonaro volta a chamar manifestantes antigoverno de 'maconheiros' e 'terroristas',Bolsonaro again calls anti-government protesters 'potheads' and 'terrorists',-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-05 14:32:33.628000+00:00,2020-06-05 16:31:32.133000+00:00,7138505.0
121,UOL,['Covas'],Decreto de Covas prorroga quarentena na capital paulista até 15 de junho,Decree of Covas extends quarantine in the capital of São Paulo until June 15,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-30 21:04:53.943000+00:00,2020-05-30 21:31:27.334000+00:00,1593391.0
122,Folha de SP,['Bolsonaro'],"Bolsonaro não convidou Nise Yamaguchi para assumir a Saúde, diz irmã","Bolsonaro did not invite Nise Yamaguchi to take over Health, says sister",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-16 16:02:40.818000+00:00,2020-05-16 16:32:07.452000+00:00,1766634.0
123,G1,['Weintraub'],Governo altera data de exoneração de Weintraub do Ministério da Educação,Government changes date of exoneration of Weintraub from the Ministry of Education,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-23 14:32:36.166000+00:00,2020-06-23 16:03:39.739000+00:00,5463573.0
124,G1,"['Bolsonaro', 'Moro']",Moro dá 'unfollow' em Bolsonaro em rede social; presidente ainda segue seu ex-ministro,Moro gives 'unfollow' in Bolsonaro on social network; president still follows his former minister,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-04-27 15:03:11.608000+00:00,2020-04-27 17:31:09.468000+00:00,8877860.0
125,UOL,['Bolsonaro'],Trump promete rever restrição ao Brasil e diz não querer criticar Bolsonaro,Trump promises to review restriction on Brazil and says he does not want to criticize Bolsonaro,-0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-30 01:03:38.131000+00:00,2020-05-30 09:04:42.538000+00:00,28864407.0
126,UOL,['Bolsonaro'],"Novas mensagens desmentem Bolsonaro sobre saída de Valeixo, dizem delegados","New messages belie Bolsonaro on Valeixo's departure, say delegates",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-25 13:01:25.079000+00:00,2020-05-25 17:32:06.291000+00:00,16241212.0
127,G1,['Bolsonaro'],Bolsonaro reclamou da PF e de serviços de inteligência em reunião: 'Vou interferir',Bolsonaro complained about the PF and intelligence services in meeting: 'I will interfere',0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-05-15 00:32:07.525000+00:00,2020-05-15 13:02:28.260000+00:00,45020735.0
128,Folha de SP,['Bolsonaro'],"Além de restrição de Trump a viajante do Brasil, turismo lamenta veto de Bolsonaro","In addition to Trump's restriction on brazil's traveler, tourism regrets Bolsonaro's veto",-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-05-26 07:33:33.042000+00:00,2020-05-26 08:03:38.771000+00:00,1805729.0
129,G1,['Bolsonaro'],Nº 2 da PF diz agora que foi procurado por amigo da família Bolsonaro,Nº 2 PF says now that was sought by family friend Bolsonaro,0.4000000059604645,-0.20000000298023224,0.4000000059604645,0.20000000298023224,False,2020-05-19 23:01:14.677000+00:00,2020-05-20 12:02:30.941000+00:00,46876264.0
130,UOL,"['Bolsonaro', 'Moro']",PF mira celular de Zambelli para apurar acusações de Moro contra Bolsonaro,PF aims Zambelli's cell phone to investigate moro's accusations against Bolsonaro,0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-05-03 22:30:53.987000+00:00,2020-05-04 02:02:17.770000+00:00,12683783.0
131,R7,"['Lorenzoni', 'Onyx']",Ministro Onyx Lorenzoni comenta ações de combate à covid-19,Minister Onyx Lorenzoni comments on actions to combat covid-19,0.0,0.0,0.0,0.0,False,2020-06-27 02:05:48.477000+00:00,2020-06-27 10:32:15.097000+00:00,30386620.0
132,G1,['Guedes'],Octavio Guedes fala em ‘mudança de tom em relação ao Queiroz nas últimas semanas’,Octavio Guedes talks about 'changing tones towards Queiroz in recent weeks',0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-18 12:32:24.120000+00:00,2020-06-18 14:03:18.352000+00:00,5454232.0
133,O Antagonista,['Moro'],Comissão de Ética da Presidência proíbe Moro de advogar por 6 meses,Ethics Committee of the Presidency prohibits Moro from lawyering for 6 months,0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-02 20:05:11.624000+00:00,2020-06-02 22:03:04.645000+00:00,7073021.0
134,Folha de SP,['Bolsonaro'],Entenda os limites de Bolsonaro e possíveis ameaças à democracia,Understand the limits of Bolsonaro and possible threats to democracy,0.6000000238418579,-0.20000000298023224,0.6000000238418579,0.20000000298023224,False,2020-06-17 12:32:19.262000+00:00,2020-06-17 13:02:36.239000+00:00,1816977.0
135,G1,['Bolsonaro'],"'E daí? Lamento', diz Bolsonaro sobre vítimas do coronavírus","'So what? I'm sorry,' bolsonaro says about coronavirus victims",-0.20000000298023224,0.0,0.6000000238418579,0.20000000298023224,False,2020-04-29 05:31:32.674000+00:00,2020-04-29 13:30:54.879000+00:00,28762205.0
136,UOL,['André Mendonça'],André Mendonça desiste de militar de SC e efetivará PM do DF na  Segurança Pública,André Mendonça gives up military SC and will effect PM df in Public Security,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-24 02:31:17.050000+00:00,2020-06-24 09:01:59.759000+00:00,23442709.0
137,Folha de SP,['Lula'],Fala de Lula contra manifestos contraria apoiadores,Lula's speech against manifestos contradicts supporters,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-03 16:02:15.029000+00:00,2020-06-03 19:03:31.516000+00:00,10876487.0
138,G1,['Weintraub'],"Investigado por insultar ministros do STF, Weintraub anuncia demissão","Investigated for insulting Ministers of the Supreme Court, Weintraub announces resignation",-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-06-18 20:31:51.813000+00:00,2020-06-19 10:32:04.229000+00:00,50412416.0
139,UOL,['Bolsonaro'],"Josias de Souza: No caso da Polícia Federal, Bolsonaro produz provas contra si","Josias de Souza: In the case of the Federal Police, Bolsonaro produces evidence against you",0.10000000149011612,0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-04-29 23:01:15.851000+00:00,2020-04-30 10:02:33.757000+00:00,39677906.0
140,UOL,['Azevedo'],Reinaldo Azevedo: Omissão diante de flagrante contra a segurança nacional,Reinaldo Azevedo: Omission before blatant against national security,-0.30000001192092896,-0.5,0.30000001192092896,0.5,False,2020-06-15 12:01:50.950000+00:00,2020-06-15 22:31:21.757000+00:00,37770807.0
141,O Antagonista,"['Bolsonaro', 'Moro']",Moro critica “chamados autoritários” de Bolsonaro: “Deveríamos estar discutindo questões de 2020”,"Moro criticizes Bolsonaro's ""authoritarian calls"": ""We should be discussing 2020 issues""",-0.30000001192092896,-0.5,0.30000001192092896,0.5,False,2020-06-04 17:03:23.459000+00:00,2020-06-04 19:05:21.414000+00:00,7317955.0
142,UOL,['Bolsonaro'],Relator nega ter adiado operação para beneficiar Bolsonaro na eleição presidencial,Rapporteur denies having postponed operation to benefit Bolsonaro in the presidential election,-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-05-18 11:31:39.903000+00:00,2020-05-18 19:32:20.004000+00:00,28840101.0
143,Folha de SP,['Boulos'],"Ato virtual reúne FHC, Sarney, Temer, Haddad e Boulos e se compara com Diretas Já","Virtual act brings together FHC, Sarney, Temer, Haddad and Boulos and compares with Diretas Já",0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-24 01:03:40.296000+00:00,2020-06-24 15:32:16.559000+00:00,52116263.0
